"uid_txt","regex","text","n","year"
"dhb.bullying_nature_aggression","nature.*aggression","e03a_04: nature of bullying and/or harassment – intimidation or verbal aggression (e.g. shouting, swearing, making threats, sending aggressive emails) (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_aggression","nature.*aggression","e03a. nature of bullying and/or harassment_intimidation or verbal aggression (e.g. shouting, swearing, making threats) (% yes to e03 selecting this option)",12,2019
"dhb.bullying_nature_appearance","nature.*appearance","e03a_01 how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'comments about my personal appearance or accent' of those who ticked at least one e03a option) [notes 8, 9]",12,2024
"dhb.bullying_nature_appearance","nature.*appearance","how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'comments about my personal appearance or accent' of those who ticked at least one e03a option)",12,2024
"dhb.bullying_nature_appearance","nature.*appearance","e03a_01. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'comments about my personal appearance or accent' of those ticking at least one e03a option)",12,2023
"dhb.bullying_nature_appearance","nature.*appearance","e03a_01. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'comments about my personal appearance or accent') [notes 8, 9]",12,2023
"dhb.bullying_nature_appearance","nature.*appearance","e03a_01. nature of bullying and/or harassment: comments about my personal appearance (% of those ticking at least one e03a option)",12,2022
"dhb.bullying_nature_appearance","nature.*appearance","e03a_01. nature of bullying and/or harassment: comments about my personal appearance (% of those ticking at least one e03a option) [note 3] [note 4]",12,2022
"dhb.bullying_nature_appearance","nature.*appearance","e03a. nature of bullying and/or harassment: comments about my personal appearance (% of those ticking at least one e03a option)",12,2021
"dhb.bullying_nature_appearance","nature.*appearance","e03a. nature of bullying and/or harassment: comments about my personal appearance (% of those ticking at least one e03a option) [note 2] [note 3]",12,2021
"dhb.bullying_nature_appearance","nature.*appearance","e03a_01. how would you describe the nature of the bullying and harassment you experienced? comments about my personal appearance or accent (% of those ticking at least one e03a option) [note 5]",12,2021
"dhb.bullying_nature_appearance","nature.*appearance","e03a. nature of bullying and/or harassment – comments about my personal appearance (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_appearance","nature.*appearance","e03a_01: nature of bullying and/or harassment – comments about my personal appearance or accent (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_appearance","nature.*appearance","e03a. nature of bullying and/or harassment_comments about my personal appearance (% yes to e03 selecting this option)",12,2019
"dhb.bullying_nature_assault","nature.*physical.assault","e03a_05 how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'physical assault (for example, object thrown at me, pushed, hit)' of those who ticked at least one e03a option) [notes 8, 9]",12,2024
"dhb.bullying_nature_assault","nature.*physical.assault","how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'physical assault (for example, object thrown at me, pushed, hit)' of those who ticked at least one e03a option)",12,2024
"dhb.bullying_nature_assault","nature.*physical.assault","e03a_05. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'physical assault (for example, object thrown at me, pushed, hit)' of those ticking at least one e03a option)",12,2023
"dhb.bullying_nature_assault","nature.*physical.assault","e03a_05. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'physical assault (for example, object thrown at me, pushed, hit)') [notes 8, 9]",12,2023
"dhb.bullying_nature_assault","nature.*physical.assault","e03a_05. nature of bullying and/or harassment: physical assault (for example, object thrown at me, pushed, hit) (% of those ticking at least one e03a option)",12,2022
"dhb.bullying_nature_assault","nature.*physical.assault","e03a_05. nature of bullying and/or harassment: physical assault (for example, object thrown at me, pushed, hit) (% of those ticking at least one e03a option) [note 3] [note 4]",12,2022
"dhb.bullying_nature_assault","nature.*physical.assault","e03a. nature of bullying and/or harassment: physical assault (e.g. object thrown at me, pushed, hit): (% of those ticking at least one e03a option)",12,2021
"dhb.bullying_nature_assault","nature.*physical.assault","e03a. nature of bullying and/or harassment: physical assault (e.g. object thrown at me, pushed, hit): (% of those ticking at least one e03a option) [note 2] [note 3]",12,2021
"dhb.bullying_nature_assault","nature.*physical.assault","e03a_05. how would you describe the nature of the bullying and harassment you experienced? physical assault (for example, object thrown at me, pushed, hit) (% of those ticking at least one e03a option) [note 5]",12,2021
"dhb.bullying_nature_assault","nature.*physical.assault","e03a. nature of bullying and/or harassment – physical assault (e.g. object thrown at me, pushed, hit) (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_assault","nature.*physical.assault","e03a_05: nature of bullying and/or harassment – physical assault (e.g. object thrown at me, pushed, hit) (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_assault","nature.*physical.assault","e03a. nature of bullying and/or harassment_ physical assault (e.g. object thrown at me, pushed, hit) (% yes to e03 selecting this option)",12,2019
"dhb.bullying_nature_denied_caring","nature.*denied.*caring","e03a_13 how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'denied time off for family or caring responsibilities' of those who ticked at least one e03a option) [notes 8, 9]",12,2024
"dhb.bullying_nature_denied_caring","nature.*denied.*caring","how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'denied time off for family or caring responsibilities' of those who ticked at least one e03a option)",12,2024
"dhb.bullying_nature_denied_caring","nature.*denied.*caring","e03a_13. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'denied time off for family or caring responsibilities' of those ticking at least one e03a option)",12,2023
"dhb.bullying_nature_denied_caring","nature.*denied.*caring","e03a_13. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'denied time off for family or caring responsibilities') [notes 8, 9]",12,2023
"dhb.bullying_nature_denied_caring","nature.*denied.*caring","e03a_13. nature of bullying and/or harassment: denied time off for family or caring responsibilities (% of those ticking at least one e03a option)",12,2022
"dhb.bullying_nature_denied_caring","nature.*denied.*caring","e03a_13. nature of bullying and/or harassment: denied time off for family or caring responsibilities (% of those ticking at least one e03a option) [note 3] [note 4]",12,2022
"dhb.bullying_nature_denied_caring","nature.*denied.*caring","e03a. nature of bullying and/or harassment: denied time off for family or caring responsibilities (% of those ticking at least one e03a option)",12,2021
"dhb.bullying_nature_denied_caring","nature.*denied.*caring","e03a. nature of bullying and/or harassment: denied time off for family or caring responsibilities (% of those ticking at least one e03a option) [note 2] [note 3]",12,2021
"dhb.bullying_nature_denied_caring","nature.*denied.*caring","e03a_13. how would you describe the nature of the bullying and harassment you experienced? denied time off for family or caring responsibilities (% of those ticking at least one e03a option) [note 5]",12,2021
"dhb.bullying_nature_denied_caring","nature.*denied.*caring","e03a. nature of bullying and/or harassment – denied time off for family or caring responsibilities (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_denied_caring","nature.*denied.*caring","e03a_13: nature of bullying and/or harassment – denied time off for family or caring responsibilities (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_denied_caring","nature.*denied.*caring","e03a. nature of bullying and/or harassment_denied time off for family or caring responsibilities (% yes to e03 selecting this option)",12,2019
"dhb.bullying_nature_denied_illness","nature.*denied.*ill.health","e03a_12 how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'denied time off for personal ill health' of those who ticked at least one e03a option) [notes 8, 9]",12,2024
"dhb.bullying_nature_denied_illness","nature.*denied.*ill.health","how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'denied time off for personal ill health' of those who ticked at least one e03a option)",12,2024
"dhb.bullying_nature_denied_illness","nature.*denied.*ill.health","e03a_12. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'denied time off for personal ill health' of those ticking at least one e03a option)",12,2023
"dhb.bullying_nature_denied_illness","nature.*denied.*ill.health","e03a_12. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'denied time off for personal ill health') [notes 8, 9]",12,2023
"dhb.bullying_nature_denied_illness","nature.*denied.*ill.health","e03a_12. nature of bullying and/or harassment: denied time off for personal ill health (% of those ticking at least one e03a option)",12,2022
"dhb.bullying_nature_denied_illness","nature.*denied.*ill.health","e03a_12. nature of bullying and/or harassment: denied time off for personal ill health (% of those ticking at least one e03a option) [note 3] [note 4]",12,2022
"dhb.bullying_nature_denied_illness","nature.*denied.*ill.health","e03a. nature of bullying and/or harassment: denied time off for personal ill health (% of those ticking at least one e03a option)",12,2021
"dhb.bullying_nature_denied_illness","nature.*denied.*ill.health","e03a. nature of bullying and/or harassment: denied time off for personal ill health (% of those ticking at least one e03a option) [note 2] [note 3]",12,2021
"dhb.bullying_nature_denied_illness","nature.*denied.*ill.health","e03a_12. how would you describe the nature of the bullying and harassment you experienced? denied time off for personal ill health (% of those ticking at least one e03a option) [note 5]",12,2021
"dhb.bullying_nature_denied_illness","nature.*denied.*ill.health","e03a. nature of bullying and/or harassment – denied time off for personal ill health (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_denied_illness","nature.*denied.*ill.health","e03a_12: nature of bullying and/or harassment – denied time off for personal ill health (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_denied_illness","nature.*denied.*ill.health","e03a. nature of bullying and/or harassment_denied time off for personal ill health (% yes to e03 selecting this option)",12,2019
"dhb.bullying_nature_gossip","nature.*gossip","e03a_03 how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'spreading gossip or making false accusations about me' of those who ticked at least one e03a option) [notes 8, 9]",12,2024
"dhb.bullying_nature_gossip","nature.*gossip","how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'spreading gossip or making false accusations about me' of those who ticked at least one e03a option)",12,2024
"dhb.bullying_nature_gossip","nature.*gossip","e03a_03. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'spreading gossip or making false accusations about me' of those ticking at least one e03a option)",12,2023
"dhb.bullying_nature_gossip","nature.*gossip","e03a_03. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'spreading gossip or making false accusations about me') [notes 8, 9]",12,2023
"dhb.bullying_nature_gossip","nature.*gossip","e03a_03. nature of bullying and/or harassment: spreading gossip or making false accusations about me (% of those ticking at least one e03a option)",12,2022
"dhb.bullying_nature_gossip","nature.*gossip","e03a_03. nature of bullying and/or harassment: spreading gossip or making false accusations about me (% of those ticking at least one e03a option) [note 3] [note 4]",12,2022
"dhb.bullying_nature_gossip","nature.*gossip","e03a. nature of bullying and/or harassment: spreading gossip or making false accusations about me (% of those ticking at least one e03a option)",12,2021
"dhb.bullying_nature_gossip","nature.*gossip","e03a. nature of bullying and/or harassment: spreading gossip or making false accusations about me (% of those ticking at least one e03a option) [note 2] [note 3]",12,2021
"dhb.bullying_nature_gossip","nature.*gossip","e03a_03. how would you describe the nature of the bullying and harassment you experienced? spreading gossip or making false accusations about me (% of those ticking at least one e03a option) [note 5]",12,2021
"dhb.bullying_nature_gossip","nature.*gossip","e03a. nature of bullying and/or harassment – spreading gossip or making false accusations about me (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_gossip","nature.*gossip","e03a_03: nature of bullying and/or harassment – spreading gossip or making false accusations about me (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_gossip","nature.*gossip","e03a. nature of bullying and/or harassment_spreading gossip or making false accusations about me (% yes to e03 selecting this option)",12,2019
"dhb.bullying_nature_humiliated","nature.*humiliated","e03a_06 how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'humiliated in front of team or others' of those who ticked at least one e03a option) [notes 8, 9]",12,2024
"dhb.bullying_nature_humiliated","nature.*humiliated","how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'humiliated in front of team or others' of those who ticked at least one e03a option)",12,2024
"dhb.bullying_nature_humiliated","nature.*humiliated","e03a_06. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'humiliated in front of team or others' of those ticking at least one e03a option)",12,2023
"dhb.bullying_nature_humiliated","nature.*humiliated","e03a_06. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'humiliated in front of team or others') [notes 8, 9]",12,2023
"dhb.bullying_nature_humiliated","nature.*humiliated","e03a_06. nature of bullying and/or harassment: humiliated in front of team or others (% of those ticking at least one e03a option)",12,2022
"dhb.bullying_nature_humiliated","nature.*humiliated","e03a_06. nature of bullying and/or harassment: humiliated in front of team or others (% of those ticking at least one e03a option) [note 3] [note 4]",12,2022
"dhb.bullying_nature_humiliated","nature.*humiliated","e03a. nature of bullying and/or harassment: humiliated in front of team or others (% of those ticking at least one e03a option)",12,2021
"dhb.bullying_nature_humiliated","nature.*humiliated","e03a. nature of bullying and/or harassment: humiliated in front of team or others (% of those ticking at least one e03a option) [note 2] [note 3]",12,2021
"dhb.bullying_nature_humiliated","nature.*humiliated","e03a_06. how would you describe the nature of the bullying and harassment you experienced? humiliated in front of team or others (% of those ticking at least one e03a option) [note 5]",12,2021
"dhb.bullying_nature_humiliated","nature.*humiliated","e03a. nature of bullying and/or harassment – humiliated in front of team or others (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_humiliated","nature.*humiliated","e03a_06: nature of bullying and/or harassment – humiliated in front of team or others (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_humiliated","nature.*humiliated","e03a. nature of bullying and/or harassment_humiliated in front of team or others (% yes to e03 selecting this option)",12,2019
"dhb.bullying_nature_ignored","nature.*ignored","e03a_10 how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'ignored, excluded, marginalised' of those who ticked at least one e03a option) [notes 8, 9]",12,2024
"dhb.bullying_nature_ignored","nature.*ignored","how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'ignored, excluded, marginalised' of those who ticked at least one e03a option)",12,2024
"dhb.bullying_nature_ignored","nature.*ignored","e03a_10. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'ignored, excluded, marginalised' of those ticking at least one e03a option)",12,2023
"dhb.bullying_nature_ignored","nature.*ignored","e03a_10. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'ignored, excluded, marginalised') [notes 8, 9]",12,2023
"dhb.bullying_nature_ignored","nature.*ignored","e03a_10. nature of bullying and/or harassment: ignored, excluded, marginalised (% of those ticking at least one e03a option)",12,2022
"dhb.bullying_nature_ignored","nature.*ignored","e03a_10. nature of bullying and/or harassment: ignored, excluded, marginalised (% of those ticking at least one e03a option) [note 3] [note 4]",12,2022
"dhb.bullying_nature_ignored","nature.*ignored","e03a. nature of bullying and/or harassment: ignored, excluded, marginalised (% of those ticking at least one e03a option)",12,2021
"dhb.bullying_nature_ignored","nature.*ignored","e03a. nature of bullying and/or harassment: ignored, excluded, marginalised (% of those ticking at least one e03a option) [note 2] [note 3]",12,2021
"dhb.bullying_nature_ignored","nature.*ignored","e03a_10. how would you describe the nature of the bullying and harassment you experienced? ignored, excluded, marginalised (% of those ticking at least one e03a option) [note 5]",12,2021
"dhb.bullying_nature_ignored","nature.*ignored","e03a. nature of bullying and/or harassment – ignored, excluded, marginalised (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_ignored","nature.*ignored","e03a_10: nature of bullying and/or harassment – ignored, excluded, marginalised (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_ignored","nature.*ignored","e03a. nature of bullying and/or harassment_ignored, excluded, marginalised (% yes to e03 selecting this option)",12,2019
"dhb.bullying_nature_job_criticism","nature.*job.*criticism","e03a_08 how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'removal of job responsibilities, unconstructive criticism, or changing expectations' of those who ticked at least one e03a option) [notes 8, 9]",12,2024
"dhb.bullying_nature_job_criticism","nature.*job.*criticism","how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'removal of job responsibilities, unconstructive criticism, or changing expectations' of those who ticked at least one e03a option)",12,2024
"dhb.bullying_nature_job_criticism","nature.*job.*criticism","e03a_08. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'removal of job responsibilities, unconstructive criticism, or changing expectations' of those ticking at least one e03a option)",12,2023
"dhb.bullying_nature_job_criticism","nature.*job.*criticism","e03a_08. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'removal of job responsibilities, unconstructive criticism, or changing expectations') [notes 8, 9]",12,2023
"dhb.bullying_nature_job_criticism","nature.*job.*criticism","e03a_08. nature of bullying and/or harassment: removal of job responsibilities, unconstructive criticism, or impossible/changing expectations (% of those ticking at least one e03a option)",12,2022
"dhb.bullying_nature_job_criticism","nature.*job.*criticism","e03a_08. nature of bullying and/or harassment: removal of job responsibilities, unconstructive criticism, or impossible/changing expectations (% of those ticking at least one e03a option) [note 3] [note 4]",12,2022
"dhb.bullying_nature_job_criticism","nature.*job.*criticism","e03a. nature of bullying and/or harassment: removal of job responsibilities, unconstructive criticism, or impossible/changing expectations (% of those ticking at least one e03a option)",12,2021
"dhb.bullying_nature_job_criticism","nature.*job.*criticism","e03a. nature of bullying and/or harassment: removal of job responsibilities, unconstructive criticism, or impossible/changing expectations (% of those ticking at least one e03a option) [note 2] [note 3]",12,2021
"dhb.bullying_nature_job_criticism","nature.*job.*criticism","e03a_08. how would you describe the nature of the bullying and harassment you experienced? removal of job responsibilities, unconstructive criticism, or changing expectations (% of those ticking at least one e03a option) [note 5]",12,2021
"dhb.bullying_nature_job_criticism","nature.*job.*criticism","e03a. nature of bullying and/or harassment – removal of job responsibilities, unconstructive criticism, or impossible/changing expectations (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_job_criticism","nature.*job.*criticism","e03a_08: nature of bullying and/or harassment – removal of job responsibilities, unconstructive criticism, or changing expectations (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_job_criticism","nature.*job.*criticism","e03a. nature of bullying and/or harassment_removal of job responsibilities, unconstructive criticism, or impossible/changing expectations (% yes to e03 selecting this option)",12,2019
"dhb.bullying_nature_micromanagement","nature.*micromanagement","e03a_07 how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'negative micromanagement (for example, excessive control, made to feel incompetent)' of those who ticked at least one e03a option) [notes 8, 9]",12,2024
"dhb.bullying_nature_micromanagement","nature.*micromanagement","how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'negative micromanagement (for example, excessive control, made to feel incompetent)' of those who ticked at least one e03a option)",12,2024
"dhb.bullying_nature_micromanagement","nature.*micromanagement","e03a_07. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'negative micromanagement (for example, excessive control, made to feel incompetent)' of those ticking at least one e03a option)",12,2023
"dhb.bullying_nature_micromanagement","nature.*micromanagement","e03a_07. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'negative micromanagement (for example, excessive control, made to feel incompetent)') [notes 8, 9]",12,2023
"dhb.bullying_nature_micromanagement","nature.*micromanagement","e03a_07. nature of bullying and/or harassment: negative micromanagement (for example, excessive control, made to feel incompetent) (% of those ticking at least one e03a option)",12,2022
"dhb.bullying_nature_micromanagement","nature.*micromanagement","e03a_07. nature of bullying and/or harassment: negative micromanagement (for example, excessive control, made to feel incompetent) (% of those ticking at least one e03a option) [note 3] [note 4]",12,2022
"dhb.bullying_nature_micromanagement","nature.*micromanagement","e03a. nature of bullying and/or harassment: negative micromanagement (e.g. excessive control; made to feel incompetent) (% of those ticking at least one e03a option)",12,2021
"dhb.bullying_nature_micromanagement","nature.*micromanagement","e03a. nature of bullying and/or harassment: negative micromanagement (e.g. excessive control; made to feel incompetent) (% of those ticking at least one e03a option) [note 2] [note 3]",12,2021
"dhb.bullying_nature_micromanagement","nature.*micromanagement","e03a_07. how would you describe the nature of the bullying and harassment you experienced? negative micromanagement (% of those ticking at least one e03a option) [note 5]",12,2021
"dhb.bullying_nature_micromanagement","nature.*micromanagement","e03a. nature of bullying and/or harassment – negative micromanagement (e.g. excessive control; made to feel incompetent) (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_micromanagement","nature.*micromanagement","e03a_07: nature of bullying and/or harassment – negative micromanagement (e.g. excessive control; made to feel incompetent) (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_micromanagement","nature.*micromanagement","e03a. nature of bullying and/or harassment_negative micromanagement (e.g. excessive control; made to feel incompetent) (% yes to e03 selecting this option)",12,2019
"dhb.bullying_nature_personal_details","nature.*disclosure","e03a_14 how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'disclosure of personal or sensitive information to colleagues without my consent' of those who ticked at least one e03a option) [notes 8, 9]",12,2024
"dhb.bullying_nature_personal_details","nature.*disclosure","how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'disclosure of personal or sensitive information to colleagues without my consent' of those who ticked at least one e03a option)",12,2024
"dhb.bullying_nature_personal_details","nature.*disclosure","e03a_14. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'disclosure of personal or sensitive information to colleagues without my consent' of those ticking at least one e03a option)",12,2023
"dhb.bullying_nature_personal_details","nature.*disclosure","e03a_14. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'disclosure of personal or sensitive information to colleagues without my consent') [notes 8, 9]",12,2023
"dhb.bullying_nature_personal_details","nature.*disclosure","e03a_14. nature of bullying and/or harassment: disclosure of personal/sensitive information to colleagues without my consent (% of those ticking at least one e03a option)",12,2022
"dhb.bullying_nature_personal_details","nature.*disclosure","e03a_14. nature of bullying and/or harassment: disclosure of personal/sensitive information to colleagues without my consent (% of those ticking at least one e03a option) [note 3] [note 4]",12,2022
"dhb.bullying_nature_personal_details","nature.*disclosure","e03a. nature of bullying and/or harassment: disclosure of personal/sensitive information to colleagues without my consent (% of those ticking at least one e03a option)",12,2021
"dhb.bullying_nature_personal_details","nature.*disclosure","e03a. nature of bullying and/or harassment: disclosure of personal/sensitive information to colleagues without my consent (% of those ticking at least one e03a option) [note 2] [note 3]",12,2021
"dhb.bullying_nature_personal_details","nature.*disclosure","e03a_14. how would you describe the nature of the bullying and harassment you experienced? disclosure of personal or sensitive information to colleagues without my consent (% of those ticking at least one e03a option) [note 5]",12,2021
"dhb.bullying_nature_personal_details","nature.*disclosure","e03a. nature of bullying and/or harassment – disclosure of personal/sensitive information to colleagues without my consent (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_personal_details","nature.*disclosure","e03a_14: nature of bullying and/or harassment – disclosure of personal/sensitive information to colleagues without my consent (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_personal_details","nature.*disclosure","e03a. nature of bullying and/or harassment_disclosure of personal / sensitive information to colleagues without my consent (% yes to e03 selecting this option)",12,2019
"dhb.bullying_nature_pnts","nature.*prefer.not","e03a_17 how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'prefer not to say' of those who ticked at least one e03a option) [notes 8, 9]",12,2024
"dhb.bullying_nature_pnts","nature.*prefer.not","how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'prefer not to say' of those who ticked at least one e03a option)",12,2024
"dhb.bullying_nature_pnts","nature.*prefer.not","e03a_17. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'prefer not to say' of those ticking at least one e03a option)",12,2023
"dhb.bullying_nature_pnts","nature.*prefer.not","e03a_17. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'prefer not to say') [notes 8, 9]",12,2023
"dhb.bullying_nature_pnts","nature.*prefer.not","e03a_17. nature of bullying and/or harassment: prefer not to say (% of those ticking at least one e03a option)",12,2022
"dhb.bullying_nature_pnts","nature.*prefer.not","e03a_17. nature of bullying and/or harassment: prefer not to say (% of those ticking at least one e03a option) [note 3] [note 4]",12,2022
"dhb.bullying_nature_pnts","nature.*prefer.not","e03a. nature of bullying and/or harassment: prefer not to say (% of those ticking at least one e03a option)",12,2021
"dhb.bullying_nature_pnts","nature.*prefer.not","e03a. nature of bullying and/or harassment: prefer not to say (% of those ticking at least one e03a option) [note 2] [note 3]",12,2021
"dhb.bullying_nature_pnts","nature.*prefer.not","e03a_17. how would you describe the nature of the bullying and harassment you experienced? prefer not to say (% of those ticking at least one e03a option) [note 5]",12,2021
"dhb.bullying_nature_pnts","nature.*prefer.not","e03a. nature of bullying and/or harassment – prefer not to say (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_pnts","nature.*prefer.not","e03a_17: nature of bullying and/or harassment – prefer not to say (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_pnts","nature.*prefer.not","e03a. nature of bullying and/or harassment_prefer not to say (% yes to e03 selecting this option)",12,2019
"dhb.bullying_nature_sexual_harassment","nature.*sexual.harassment","e03a_02 how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'sexual harassment (for example, sexual comments or jokes, unwelcome sexual advances, touching or assault)' of those who ticked at least one e03a option) [notes 8, 9]",12,2024
"dhb.bullying_nature_sexual_harassment","nature.*sexual.harassment","how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'sexual harassment (for example, sexual comments or jokes, unwelcome sexual advances, touching or assault)' of those who ticked at least one e03a option)",12,2024
"dhb.bullying_nature_sexual_harassment","nature.*sexual.harassment","e03a_02. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'sexual harassment (for example, sexual comments or jokes, unwelcome sexual advances, touching or assault)' of those ticking at least one e03a option)",12,2023
"dhb.bullying_nature_sexual_harassment","nature.*sexual.harassment","e03a_02. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'sexual harassment (for example, sexual comments or jokes, unwelcome sexual advances, touching or assault)') [notes 8, 9]",12,2023
"dhb.bullying_nature_sexual_harassment","nature.*sexual.harassment","e03a_02. nature of bullying and/or harassment: sexual harassment (for example, sexual comments or jokes, unwelcome sexual advances, touching or assault) (% of those ticking at least one e03a option)",12,2022
"dhb.bullying_nature_sexual_harassment","nature.*sexual.harassment","e03a_02. nature of bullying and/or harassment: sexual harassment (for example, sexual comments or jokes, unwelcome sexual advances, touching or assault) (% of those ticking at least one e03a option) [note 3] [note 4]",12,2022
"dhb.bullying_nature_sexual_harassment","nature.*sexual.harassment","e03a. nature of bullying and/or harassment: sexual harassment (e.g. sexual comments or jokes, unwelcome sexual advances, touching or assault) (% of those ticking at least one e03a option)",12,2021
"dhb.bullying_nature_sexual_harassment","nature.*sexual.harassment","e03a. nature of bullying and/or harassment: sexual harassment (e.g. sexual comments or jokes, unwelcome sexual advances, touching or assault) (% of those ticking at least one e03a option) [note 2] [note 3]",12,2021
"dhb.bullying_nature_sexual_harassment","nature.*sexual.harassment","e03a_02. how would you describe the nature of the bullying and harassment you experienced? sexual harassment (for example, sexual comments or jokes, unwelcome sexual advances, touching or assault) (% of those ticking at least one e03a option) [note 5]",12,2021
"dhb.bullying_nature_sexual_harassment","nature.*sexual.harassment","e03a. nature of bullying and/or harassmen – sexual harassment (e.g. sexual comments or jokes, unwelcome sexual advances, touching or assault) (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_sexual_harassment","nature.*sexual.harassment","e03a_02: nature of bullying and/or harassment – sexual harassment (e.g. sexual comments or jokes, unwelcome sexual advances, touching or assault) (% yes to e03 selecting this option)",12,2020
"dhb.bullying_nature_sexual_harassment","nature.*sexual.harassment","e03a. nature of bullying and/or harassment_sexual harassment (e.g. sexual comments or jokes, unwelcome sexual advances, touching or assault) (% yes to e03 selecting this option)",12,2019
"dhb.bullying_nature_something_else","nature.*something.else","e03a_16 how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'something else not listed here' of those who ticked at least one e03a option) [notes 8, 9]",12,2024
"dhb.bullying_nature_something_else","nature.*something.else","how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'something else not listed here' of those who ticked at least one e03a option)",12,2024
"dhb.bullying_nature_something_else","nature.*something.else","e03a_16. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'something else not listed here (please specify)' of those ticking at least one e03a option)",12,2023
"dhb.bullying_nature_something_else","nature.*something.else","e03a_16. how would you describe the nature of the bullying and or harassment you experienced? (% selecting 'something else not listed here (please specify)') [notes 8, 9]",12,2023
"dhb.bullying_nature_something_else","nature.*something.else","e03a_16. nature of bullying and/or harassment: something else not listed here (% of those ticking at least one e03a option)",12,2022
"dhb.bullying_nature_something_else","nature.*something.else","e03a_16. nature of bullying and/or harassment: something else not listed here (% of those ticking at least one e03a option) [note 3] [note 4]",12,2022
"dhb.bullying_nature_something_else","nature.*something.else","e03a. nature of bullying and/or harassment: something else not listed here (% of those ticking at least one e03a option)",12,2021
