"obj","obj_class","raw_measure","raw_label"
"qs_2016_dem","character",,"Learning and development"
"qs_2016_dem","character",,"Inclusion and fair treatment"
"qs_2016_dem","character",,"Resources and workload"
"qs_2016_dem","character",,"Pay and benefits"
"qs_2016_dem","character",,"Leadership and managing change"
"qs_2016_dem","character",,"My work"
"qs_2016_dem","character",,"B01. I am interested in my work"
"qs_2016_dem","character",,"B02. I am sufficiently challenged by my work"
"qs_2016_dem","character",,"B03. My work gives me a sense of personal accomplishment"
"qs_2016_dem","character",,"B04. I feel involved in the decisions that affect my work"
"qs_2016_dem","character",,"B05. I have a choice in deciding how I do my work"
"qs_2016_dem","character",,"Organisational objectives and purpose"
"qs_2016_dem","character",,"B06. I have a clear understanding of [my organisation's] purpose 3"
"qs_2016_dem","character",,"B07. I have a clear understanding of [my organisation's] objectives"
"qs_2016_dem","character",,"B08. I understand how my work contributes to [my organisation's] objectives"
"qs_2016_dem","character",,"My manager"
"qs_2016_dem","character",,"B09. My manager motivates me to be more effective in my job"
"qs_2016_dem","character",,"B10. My manager is considerate of my life outside work"
"qs_2016_dem","character",,"B11. My manager is open to my ideas"
"qs_2016_dem","character",,"B12. My manager helps me to understand how I contribute to [my organisation's] objectives"
"qs_2016_dem","character",,"B13. Overall, I have confidence in the decisions made by my manager"
"qs_2016_dem","character",,"B14. My manager recognises when I have done my job well"
"qs_2016_dem","character",,"B15. I receive regular feedback on my performance"
"qs_2016_dem","character",,"B16. The feedback I receive helps me to improve my performance"
"qs_2016_dem","character",,"B17. I think that my performance is evaluated fairly"
"qs_2016_dem","character",,"B18. Poor performance is dealt with effectively in my team"
"qs_2016_dem","character",,"My team"
"qs_2016_dem","character",,"B19. The people in my team can be relied upon to help when things get difficult in my job"
"qs_2016_dem","character",,"B20. The people in my team work together to find ways to improve the service we provide"
"qs_2016_dem","character",,"B21. The people in my team are encouraged to come up with new and better ways of doing things"
"qs_2016_dem","character",,"Learning and development"
"qs_2016_dem","character",,"B22. I am able to access the right learning and development opportunities when I need to"
"qs_2016_dem","character",,"B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance"
"qs_2016_dem","character",,"B24. There are opportunities for me to develop my career in [my organisation]"
"qs_2016_dem","character",,"B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career"
"qs_2016_dem","character",,"Inclusion and fair treatment"
"qs_2016_dem","character",,"B26. I am treated fairly at work"
"qs_2016_dem","character",,"B27. I am treated with respect by the people I work with"
"qs_2016_dem","character",,"B28. I feel valued for the work I do"
"qs_2016_dem","character",,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)"
"qs_2016_dem","character",,"Resources and workload"
"qs_2016_dem","character",,"B30. In my job, I am clear what is expected of me"
"qs_2016_dem","character",,"B31. I get the information I need to do my job well"
"qs_2016_dem","character",,"B32. I have clear work objectives"
"qs_2016_dem","character",,"B33. I have the skills I need to do my job effectively"
"qs_2016_dem","character",,"B34. I have the tools I need to do my job effectively"
"qs_2016_dem","character",,"B35. I have an acceptable workload"
"qs_2016_dem","character",,"B36. I achieve a good balance between my work life and my private life"
"qs_2016_dem","character",,"Pay and benefits"
"qs_2016_dem","character",,"B37. I feel that my pay adequately reflects my performance"
"qs_2016_dem","character",,"B38. I am satisfied with the total benefits package"
"qs_2016_dem","character",,"B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable"
"qs_2016_dem","character",,"Leadership and managing change"
"qs_2016_dem","character",,"B40. I feel that [my organisation] as a whole is managed well"
"qs_2016_dem","character",,"B41. [Senior managers] in [my organisation] are sufficiently visible"
"qs_2016_dem","character",,"B42. I believe the actions of [senior managers] are consistent with [my organisation's] values"
"qs_2016_dem","character",,"B43. I believe that [the board has] a clear vision for the future of [my organisation]"
"qs_2016_dem","character",,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers]"
"qs_2016_dem","character",,"B45. I feel that change is managed well in [my organisation]"
"qs_2016_dem","character",,"B46. When changes are made in [my organisation] they are usually for the better"
"qs_2016_dem","character",,"B47. [My organisation] keeps me informed about matters that affect me"
"qs_2016_dem","character",,"B48. I have the opportunity to contribute my views before decisions are made that affect me"
"qs_2016_dem","character",,"B49. I think it is safe to challenge the way things are done in [my organisation]"
"qs_2016_dem","character",,"Employee engagement"
"qs_2016_dem","character",,"B50. I am proud when I tell others I am part of [my organisation]"
"qs_2016_dem","character",,"B51. I would recommend [my organisation] as a great place to work"
"qs_2016_dem","character",,"B52. I feel a strong personal attachment to [my organisation]"
"qs_2016_dem","character",,"B53. [My organisation] inspires me to do the best in my job"
"qs_2016_dem","character",,"B54. [My organisation] motivates me to help it achieve its objectives"
"qs_2016_dem","character",,"Taking action"
"qs_2016_dem","character",,"B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey"
"qs_2016_dem","character",,"B56. I believe that managers where I work will take action on the results from this survey"
"qs_2016_dem","character",,"B57. Where I work, I think effective action has been taken on the results of the last survey"
"qs_2016_dem","character",,"Organisational culture"
"qs_2016_dem","character",,"B58. I am trusted to carry out my job effectively"
"qs_2016_dem","character",,"B59. I believe I would be supported if I try a new idea, even if it may not work"
"qs_2016_dem","character",,"B60. When I talk about [my organisation] I say ""we"" rather than ""they"
"qs_2016_dem","character",,"B61. I have some really good friendships at work"
"qs_2016_dem","character",,"Leadership statement 4"
"qs_2016_dem","character",,"B62 [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement"
"qs_2016_dem","character",,"B63 My manager actively role models the behaviours set out in the Civil Service Leadership Statement"
"qs_2016_dem","character",,"C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?"
"qs_2016_dem","character",,"I want to leave [my organisation] as soon as possible"
"qs_2016_dem","character",,"I want to leave [my organisation] within the next 12 months"
"qs_2016_dem","character",,"I want to stay working for [my organisation] for at least the next year"
"qs_2016_dem","character",,"I want to stay working for [my organisation] for at least the next three years"
"qs_2016_dem","character",,"Civil Service Code"
"qs_2016_dem","character",,"D01. Are you aware of the Civil Service Code?"
"qs_2016_dem","character",,"D02. Are you aware of how to raise a concern under the Civil Service Code?"
"qs_2016_dem","character",,"D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?"
"qs_2016_dem","character",,"Wellbeing 5"
"qs_2016_dem","character",,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied)"
"qs_2016_dem","character",,"W02. Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10) 
(0=not at all worthwhile, 10=completely worthwhile)"
"qs_2016_dem","character",,"W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy)"
"qs_2016_dem","character",,"W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all anxious, 10=completely anxious)"
"qs_2016_dem","character",,"Discrimination, bullying and harassment 6"
"qs_2016_dem","character",,"E01. During the past 12 months have you personally experienced discrimination at work?"
"qs_2016_dem","character",,"E03. During the past 12 months have you personally experienced bullying or harassment at work?"
"qs_2016_dem","character",,"E05. Did you report the bullying and harassment you experienced?"
"qs_2016_dem","character",,"E06. In your opinion, has this issue been resolved?"
"qs_2016_org","character",,"Response_rate"
"qs_2016_org","character",,"EES"
"qs_2016_org","character",,"mw_ts"
"qs_2016_org","character",,"op_ts"
"qs_2016_org","character",,"lm_ts"
"qs_2016_org","character",,"mt_ts"
"qs_2016_org","character",,"ld_ts"
"qs_2016_org","character",,"if_ts"
"qs_2016_org","character",,"rw_ts"
"qs_2016_org","character",,"pb_ts"
"qs_2016_org","character",,"lc_ts"
"qs_2016_org","character",,"B01"
"qs_2016_org","character",,"B02"
"qs_2016_org","character",,"B03"
"qs_2016_org","character",,"B04"
"qs_2016_org","character",,"B05"
"qs_2016_org","character",,"B06"
"qs_2016_org","character",,"B07"
"qs_2016_org","character",,"B08"
"qs_2016_org","character",,"B09"
"qs_2016_org","character",,"B10"
"qs_2016_org","character",,"B11"
"qs_2016_org","character",,"B12"
"qs_2016_org","character",,"B13"
"qs_2016_org","character",,"B14"
"qs_2016_org","character",,"B15"
"qs_2016_org","character",,"B16"
"qs_2016_org","character",,"B17"
"qs_2016_org","character",,"B18"
"qs_2016_org","character",,"B19"
"qs_2016_org","character",,"B20"
"qs_2016_org","character",,"B21"
"qs_2016_org","character",,"B22"
"qs_2016_org","character",,"B23"
"qs_2016_org","character",,"B24"
"qs_2016_org","character",,"B25"
"qs_2016_org","character",,"B26"
"qs_2016_org","character",,"B27"
"qs_2016_org","character",,"B28"
"qs_2016_org","character",,"B29"
"qs_2016_org","character",,"B30"
"qs_2016_org","character",,"B31"
"qs_2016_org","character",,"B32"
"qs_2016_org","character",,"B33"
"qs_2016_org","character",,"B34"
"qs_2016_org","character",,"B35"
"qs_2016_org","character",,"B36"
"qs_2016_org","character",,"B37"
"qs_2016_org","character",,"B38"
"qs_2016_org","character",,"B39"
"qs_2016_org","character",,"B40"
"qs_2016_org","character",,"B41"
"qs_2016_org","character",,"B42"
"qs_2016_org","character",,"B43"
"qs_2016_org","character",,"B44"
"qs_2016_org","character",,"B45"
"qs_2016_org","character",,"B46"
"qs_2016_org","character",,"B47"
"qs_2016_org","character",,"B48"
"qs_2016_org","character",,"B49"
"qs_2016_org","character",,"B50"
"qs_2016_org","character",,"B51"
"qs_2016_org","character",,"B52"
"qs_2016_org","character",,"B53"
"qs_2016_org","character",,"B54"
"qs_2016_org","character",,"B55"
"qs_2016_org","character",,"B56"
"qs_2016_org","character",,"B57"
"qs_2016_org","character",,"B58"
"qs_2016_org","character",,"B59"
"qs_2016_org","character",,"B60"
"qs_2016_org","character",,"B61"
"qs_2016_org","character",,"B62"
"qs_2016_org","character",,"B63"
"qs_2016_org","character",,"D01"
"qs_2016_org","character",,"D02"
"qs_2016_org","character",,"D03"
"qs_2016_org","character",,"E01"
"qs_2016_org","character",,"E03"
"qs_2016_org","character",,"E05"
"qs_2016_org","character",,"E06"
"qs_2016_org","character",,"W01"
"qs_2016_org","character",,"W02"
"qs_2016_org","character",,"W03"
"qs_2016_org","character",,"W04"
"qs_2017_bm","tbl_df","EES","Employee engagement index"
"qs_2017_bm","tbl_df","mw_ts","My work theme score (B01-B05)"
"qs_2017_bm","tbl_df","op_ts","Organisational objectives and purpose theme score (B06-B07)"
"qs_2017_bm","tbl_df","lm_ts","My manager theme score (B08-B17)"
"qs_2017_bm","tbl_df","mt_ts","My team theme score (B18-B20)"
"qs_2017_bm","tbl_df","ld_ts","Learning and development theme score (B21-B24)"
"qs_2017_bm","tbl_df","if_ts","Inclusion and fair treatment theme score (B25-B28)"
"qs_2017_bm","tbl_df","rw_ts","Resources and workload theme score (B29-B34)"
"qs_2017_bm","tbl_df","pb_ts","Pay and benefits theme score (B35-B37)"
"qs_2017_bm","tbl_df","lc_ts","Leadership and managing change theme score (B38-B46)"
"qs_2017_bm","tbl_df","B01","B01. I am interested in my work (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B02","B02. I am sufficiently challenged by my work (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B03","B03. My work gives me a sense of personal accomplishment (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B04","B04. I feel involved in the decisions that affect my work (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B05","B05. I have a choice in deciding how I do my work (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B06","B06. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B07","B07. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B08","B08. My manager motivates me to be more effective in my job (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B09","B09. My manager is considerate of my life outside work (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B10","B10. My manager is open to my ideas (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B11","B11. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B12","B12. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B13","B13. My manager recognises when I have done my job well (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B14","B14. I receive regular feedback on my performance (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B15","B15. The feedback I receive helps me to improve my performance (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B16","B16. I think that my performance is evaluated fairly (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B17","B17. Poor performance is dealt with effectively in my team (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B18","B18. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B19","B19. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B20","B20. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B21","B21. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B22","B22. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B23","B23. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B24","B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B25","B25. I am treated fairly at work (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B26","B26. I am treated with respect by the people I work with (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B27","B27. I feel valued for the work I do (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B28","B28. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B29","B29. I get the information I need to do my job well (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B30","B30. I have clear work objectives (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B31","B31. I have the skills I need to do my job effectively (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B32","B32. I have the tools I need to do my job effectively (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B33","B33. I have an acceptable workload (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B34","B34. I achieve a good balance between my work life and my private life (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B35","B35. I feel that my pay adequately reflects my performance (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B36","B36. I am satisfied with the total benefits package (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B37","B37. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B38","B38. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B39","B39. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B40","B40. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B41","B41. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B42","B42. I feel that change is managed well in [my organisation] (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B43","B43. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B44","B44. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B45","B45. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B46","B46. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B47","B47. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B48","B48. I would recommend [my organisation] as a great place to work (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B49","B49. I feel a strong personal attachment to [my organisation] (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B50","B50. [My organisation] inspires me to do the best in my job (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B51","B51. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B52","B52. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B53","B53. Where I work, I think effective action has been taken on the results of the last survey (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B54","B54. I am trusted to carry out my job effectively (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B55","B55. I believe I would be supported if I try a new idea, even if it may not work (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B56","B56. In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B57","B57. I feel able to challenge inappropriate behaviour in the workplace (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B58","B58. My organisation is committed to creating a diverse and inclusive workplace (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B59","B59. [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B60","B60. My manager actively role models the behaviours set out in the Civil Service Leadership Statement (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B61","B61. I am aware of the Civil Service vision for 'A Brilliant Civil Service' (% strongly agree or agree)"
"qs_2017_bm","tbl_df","B62","B62. I understand how my work contributes to helping us become 'A Brilliant Civil Service' (% strongly agree or agree)"
"qs_2017_bm","tbl_df","C01_1","C01_1. I want to leave [my organisation] as soon as possible"
"qs_2017_bm","tbl_df","C01_2","C01_2.I want to leave [my organisation] within the next 12 months"
"qs_2017_bm","tbl_df","C01_3","C01_3. I want to stay working for [my organisation] for at least the next year"
"qs_2017_bm","tbl_df","C01_4","C01_4. I want to stay working for [my organisation] for at least the next three years"
"qs_2017_bm","tbl_df","D01","D01. Are you aware of the Civil Service Code? (% yes)"
"qs_2017_bm","tbl_df","D02","D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)"
"qs_2017_bm","tbl_df","D03","D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)"
"qs_2017_bm","tbl_df","E01","E01. During the past 12 months, have you personally experienced discrimination at work? (% yes)"
"qs_2017_bm","tbl_df","E02_1","E02_1. Grounds of discrimination_Age (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_2","E02_2. Grounds of discrimination_Caring responsibilities (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_3","E02_3. Grounds of discrimination_Disability (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_4","E02_4. Grounds of discrimination_Ethnic background (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_5","E02_5. Grounds of discrimination_Gender (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_6","E02_6. Grounds of discrimination_Gender reassignment or perceived gender (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_7","E02_7. Grounds of discrimination_Grade, pay band or responsibility level (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_8","E02_8. Grounds of discrimination_Main spoken/written language or language ability (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_9","E02_9. Grounds of discrimination_Religion or belief (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_10","E02_10. Grounds of discrimination_Sexual orientation (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_11","E02_11. Grounds of discrimination_Social or educational background (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_12","E02_12. Grounds of discrimination_Working location (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_13","E02_13. Grounds of discrimination_Working pattern (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_14","E02_14. Grounds of discrimination_Any other grounds (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E02_15","E02_15. Grounds of discrimination_Prefer not to say (% yes to E01 selecting this option)"
"qs_2017_bm","tbl_df","E03","E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)"
"qs_2017_bm","tbl_df","E04_1","E04_1.Who bullied or harassed?_A colleague (% yes to E03 selecting this option)"
"qs_2017_bm","tbl_df","E04_2","E04_2.Who bullied or harassed?_Your manager (% yes to E03 selecting this option)"
"qs_2017_bm","tbl_df","E04_3","E04_3.Who bullied or harassed?_Another manager in your part of [your organisation] (% yes to E03 selecting this option)"
"qs_2017_bm","tbl_df","E04_4","E04_4.Who bullied or harassed?_Someone you manage (% yes to E03 selecting this option)"
"qs_2017_bm","tbl_df","E04_5","E04_5.Who bullied or harassed?_Someone who works for another part of [your organisation] (% yes to E03 selecting this option)"
"qs_2017_bm","tbl_df","E04_6","E04_6.Who bullied or harassed?_A member of the public (% yes to E03 selecting this option)"
"qs_2017_bm","tbl_df","E04_7","E04_7.Who bullied or harassed?_Someone else (% yes to E03 selecting this option)"
"qs_2017_bm","tbl_df","E04_8","E04_8.Who bullied or harassed?_Prefer not to say (% yes to E03 selecting this option)"
"qs_2017_bm","tbl_df","E05","E05. Did you report the bullying and harassment you experienced? (% yes)"
"qs_2017_bm","tbl_df","E06","E06. In your opinion, has this issue been resolved? (% yes)"
"qs_2017_bm","tbl_df","W01","W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)"
"qs_2017_bm","tbl_df","W02","W02. Overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)"
"qs_2017_bm","tbl_df","W03","W03. Overall, how happy did you feel yesterday? (% rating 7-10)"
"qs_2017_bm","tbl_df","W04","W04. Overall, how anxious did you feel yesterday? (% rating 0-3)"
"qs_2017_dem","character",,"Number of responses"
"qs_2017_dem","character",,"Employee engagement index 2"
"qs_2017_dem","character",,"My work"
"qs_2017_dem","character",,"Organisational objectives and purpose 3"
"qs_2017_dem","character",,"My manager"
"qs_2017_dem","character",,"My team"
"qs_2017_dem","character",,"Learning and development"
"qs_2017_dem","character",,"Inclusion and fair treatment"
"qs_2017_dem","character",,"Resources and workload 3"
"qs_2017_dem","character",,"Pay and benefits"
"qs_2017_dem","character",,"Leadership and managing change 3"
"qs_2017_dem","character",,"My work"
"qs_2017_dem","character",,"B01. I am interested in my work"
"qs_2017_dem","character",,"B02. I am sufficiently challenged by my work"
"qs_2017_dem","character",,"B03. My work gives me a sense of personal accomplishment"
"qs_2017_dem","character",,"B04. I feel involved in the decisions that affect my work"
"qs_2017_dem","character",,"B05. I have a choice in deciding how I do my work"
"qs_2017_dem","character",,"Organisational objectives and purpose"
"qs_2017_dem","character",,"B06. I have a clear understanding of [my organisation's] objectives 4"
"qs_2017_dem","character",,"B07. I understand how my work contributes to [my organisation's] objectives"
"qs_2017_dem","character",,"My manager"
"qs_2017_dem","character",,"B08. My manager motivates me to be more effective in my job"
"qs_2017_dem","character",,"B09. My manager is considerate of my life outside work"
"qs_2017_dem","character",,"B10. My manager is open to my ideas"
"qs_2017_dem","character",,"B11. My manager helps me to understand how I contribute to [my organisation's] objectives"
"qs_2017_dem","character",,"B12. Overall, I have confidence in the decisions made by my manager"
"qs_2017_dem","character",,"B13. My manager recognises when I have done my job well"
"qs_2017_dem","character",,"B14. I receive regular feedback on my performance"
"qs_2017_dem","character",,"B15. The feedback I receive helps me to improve my performance"
"qs_2017_dem","character",,"B16. I think that my performance is evaluated fairly"
"qs_2017_dem","character",,"B17. Poor performance is dealt with effectively in my team"
"qs_2017_dem","character",,"My team"
"qs_2017_dem","character",,"B18. The people in my team can be relied upon to help when things get difficult in my job"
"qs_2017_dem","character",,"B19. The people in my team work together to find ways to improve the service we provide"
"qs_2017_dem","character",,"B20. The people in my team are encouraged to come up with new and better ways of doing things"
"qs_2017_dem","character",,"Learning and development"
"qs_2017_dem","character",,"B21. I am able to access the right learning and development opportunities when I need to"
"qs_2017_dem","character",,"B22. Learning and development activities I have completed in the past 12 months have helped to improve my performance"
"qs_2017_dem","character",,"B23. There are opportunities for me to develop my career in [my organisation]"
"qs_2017_dem","character",,"B24. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career"
"qs_2017_dem","character",,"Inclusion and fair treatment"
"qs_2017_dem","character",,"B25. I am treated fairly at work"
"qs_2017_dem","character",,"B26. I am treated with respect by the people I work with"
"qs_2017_dem","character",,"B27. I feel valued for the work I do"
"qs_2017_dem","character",,"B28. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)"
"qs_2017_dem","character",,"Resources and workload"
"qs_2017_dem","character",,"B29. I get the information I need to do my job well"
"qs_2017_dem","character",,"B30. I have clear work objectives"
"qs_2017_dem","character",,"B31. I have the skills I need to do my job effectively"
"qs_2017_dem","character",,"B32. I have the tools I need to do my job effectively"
"qs_2017_dem","character",,"B33. I have an acceptable workload"
"qs_2017_dem","character",,"B34. I achieve a good balance between my work life and my private life"
"qs_2017_dem","character",,"Pay and benefits"
"qs_2017_dem","character",,"B35. I feel that my pay adequately reflects my performance"
"qs_2017_dem","character",,"B36. I am satisfied with the total benefits package"
"qs_2017_dem","character",,"B37. Compared to people doing a similar job in other organisations I feel my pay is reasonable"
"qs_2017_dem","character",,"Leadership and managing change"
"qs_2017_dem","character",,"B38. [Senior managers] in [my organisation] are sufficiently visible"
"qs_2017_dem","character",,"B39. I believe the actions of [senior managers] are consistent with [my organisation's] values"
"qs_2017_dem","character",,"B40. I believe that [the board has] a clear vision for the future of [my organisation]"
"qs_2017_dem","character",,"B41. Overall, I have confidence in the decisions made by [my organisation's senior managers]"
"qs_2017_dem","character",,"B42. I feel that change is managed well in [my organisation]"
"qs_2017_dem","character",,"B43. When changes are made in [my organisation] they are usually for the better"
"qs_2017_dem","character",,"B44. [My organisation] keeps me informed about matters that affect me"
"qs_2017_dem","character",,"B45. I have the opportunity to contribute my views before decisions are made that affect me"
"qs_2017_dem","character",,"B46. I think it is safe to challenge the way things are done in [my organisation]"
"qs_2017_dem","character",,"Employee engagement"
"qs_2017_dem","character",,"B47. I am proud when I tell others I am part of [my organisation]"
"qs_2017_dem","character",,"B48. I would recommend [my organisation] as a great place to work"
"qs_2017_dem","character",,"B49. I feel a strong personal attachment to [my organisation]"
"qs_2017_dem","character",,"B50. [My organisation] inspires me to do the best in my job"
"qs_2017_dem","character",,"B51. [My organisation] motivates me to help it achieve its objectives"
"qs_2017_dem","character",,"Taking action"
"qs_2017_dem","character",,"B52. I believe that [senior managers] in [my organisation] will take action on the results from this survey"
"qs_2017_dem","character",,"B53. Where I work, I think effective action has been taken on the results of the last survey"
"qs_2017_dem","character",,"Organisational culture 5"
"qs_2017_dem","character",,"B54. I am trusted to carry out my job effectively"
"qs_2017_dem","character",,"B55. I believe I would be supported if I try a new idea, even if it may not work"
"qs_2017_dem","character",,"B56. In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk"
"qs_2017_dem","character",,"B57. I feel able to challenge inappropriate behaviour in the workplace"
"qs_2017_dem","character",,"B58. My organisation is committed to creating a diverse and inclusive workplace"
"qs_2017_dem","character",,"Leadership statement 6"
"qs_2017_dem","character",,"B59 [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement"
"qs_2017_dem","character",,"B60 My manager actively role models the behaviours set out in the Civil Service Leadership Statement"
"qs_2017_dem","character",,"Civil Service Vision 7"
"qs_2017_dem","character",,"B61. I am aware of the Civil Service vision for 'A Brilliant Civil Service'"
"qs_2017_dem","character",,"B62. I understand how my work contributes to helping us become 'A Brilliant Civil Service'"
"qs_2017_dem","character",,"C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?"
"qs_2017_dem","character",,"I want to leave [my organisation] as soon as possible"
"qs_2017_dem","character",,"I want to leave [my organisation] within the next 12 months"
