"obj","raw_label","year","proc_measure","uid"
"qs_2015_dem","B07. I have a clear understanding of [my organisation's] objectives",2015,"b07","2.02.001.00"
"qs_2015_dem","B08. I understand how my work contributes to [my organisation's] objectives",2015,"b08","2.02.003.00"
"qs_2015_dem","My manager",2015,,"1.02.003.00"
"qs_2015_dem","B09. My manager motivates me to be more effective in my job",2015,"b09","2.03.001.00"
"qs_2015_dem","B10. My manager is considerate of my life outside work",2015,"b10","2.03.004.00"
"qs_2015_dem","B11. My manager is open to my ideas",2015,"b11","2.03.005.00"
"qs_2015_dem","B12. My manager helps me to understand how I contribute to [my organisation's] objectives",2015,"b12","2.03.006.00"
"qs_2015_dem","B13. Overall, I have confidence in the decisions made by my manager",2015,"b13","2.03.007.00"
"qs_2015_dem","B14. My manager recognises when I have done my job well",2015,"b14","2.03.008.00"
"qs_2015_dem","B15. I receive regular feedback on my performance",2015,"b15","2.03.009.00"
"qs_2015_dem","B16. The feedback I receive helps me to improve my performance",2015,"b16","2.03.010.00"
"qs_2015_dem","B17. I think that my performance is evaluated fairly",2015,"b17","2.03.011.00"
"qs_2015_dem","B18. Poor performance is dealt with effectively in my team",2015,"b18","2.03.013.00"
"qs_2015_dem","My team",2015,,"1.02.004.00"
"qs_2015_dem","B19. The people in my team can be relied upon to help when things get difficult in my job",2015,"b19","2.04.001.00"
"qs_2015_dem","B20. The people in my team work together to find ways to improve the service we provide",2015,"b20","2.04.002.00"
"qs_2015_dem","B21. The people in my team are encouraged to come up with new and better ways of doing things",2015,"b21","2.04.003.00"
"qs_2015_dem","Learning and development",2015,,"1.02.005.00"
"qs_2015_dem","B22. I am able to access the right learning and development opportunities when I need to",2015,"b22","2.05.001.00"
"qs_2015_dem","B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance",2015,"b23","2.05.002.00"
"qs_2015_dem","B24. There are opportunities for me to develop my career in [my organisation]",2015,"b24","2.05.003.00"
"qs_2015_dem","B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career",2015,"b25","2.05.004.00"
"qs_2015_dem","Inclusion and fair treatment",2015,,"1.02.006.00"
"qs_2015_dem","B26. I am treated fairly at work",2015,"b26","2.06.001.00"
"qs_2015_dem","B27. I am treated with respect by the people I work with",2015,"b27","2.06.002.00"
"qs_2015_dem","B28. I feel valued for the work I do",2015,"b28","2.06.003.00"
"qs_2015_dem","B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)",2015,"b29","2.06.004.00"
"qs_2015_dem","Resources and workload",2015,,"1.02.007.00"
"qs_2015_dem","B30. In my job, I am clear what is expected of me",2015,"b30","2.07.003.00"
"qs_2015_dem","B31. I get the information I need to do my job well",2015,"b31","2.07.001.00"
"qs_2015_dem","B32. I have clear work objectives",2015,"b32","2.07.002.00"
"qs_2015_dem","B33. I have the skills I need to do my job effectively",2015,"b33","2.07.004.00"
"qs_2015_dem","B34. I have the tools I need to do my job effectively",2015,"b34","2.07.005.00"
"qs_2015_dem","B35. I have an acceptable workload",2015,"b35","2.07.006.00"
"qs_2015_dem","B36. I achieve a good balance between my work life and my private life",2015,"b36","2.07.007.00"
"qs_2015_dem","Pay and benefits",2015,,"1.02.008.00"
"qs_2015_dem","B37. I feel that my pay adequately reflects my performance",2015,"b37","2.08.001.00"
"qs_2015_dem","B38. I am satisfied with the total benefits package",2015,"b38","2.08.002.00"
"qs_2015_dem","B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable",2015,"b39","2.08.003.00"
"qs_2015_dem","Leadership and managing change",2015,,"1.02.009.00"
"qs_2015_dem","B40. I feel that [my organisation] as a whole is managed well",2015,"b40","2.09.004.00"
"qs_2015_dem","B41. [Senior managers] in [my organisation] are sufficiently visible",2015,"b41","2.09.001.00"
"qs_2015_dem","B42. I believe the actions of [senior managers] are consistent with [my organisation's] values",2015,"b42","2.09.002.00"
"qs_2015_dem","B43. I believe that [the board has] a clear vision for the future of [my organisation]",2015,"b43","2.09.003.00"
"qs_2015_dem","B44. Overall, I have confidence in the decisions made by [my organisation's senior managers]",2015,"b44","2.09.005.00"
"qs_2015_dem","B45. I feel that change is managed well in [my organisation]",2015,"b45","2.09.006.00"
"qs_2015_dem","B46. When changes are made in [my organisation] they are usually for the better",2015,"b46","2.09.007.00"
"qs_2015_dem","B47. [My organisation] keeps me informed about matters that affect me",2015,"b47","2.09.008.00"
"qs_2015_dem","B48. I have the opportunity to contribute my views before decisions are made that affect me",2015,"b48","2.09.009.00"
"qs_2015_dem","B49. I think it is safe to challenge the way things are done in [my organisation]",2015,"b49","2.09.010.00"
"qs_2015_dem","Employee engagement",2015,,
"qs_2015_dem","B50. I am proud when I tell others I am part of [my organisation]",2015,"b50","2.10.001.00"
"qs_2015_dem","B51. I would recommend [my organisation] as a great place to work",2015,"b51","2.10.002.00"
"qs_2015_dem","B52. I feel a strong personal attachment to [my organisation]",2015,"b52","2.10.003.00"
"qs_2015_dem","B53. [My organisation] inspires me to do the best in my job",2015,"b53","2.10.004.00"
"qs_2015_dem","B54. [My organisation] motivates me to help it achieve its objectives",2015,"b54","2.10.005.00"
"qs_2015_dem","Taking action",2015,,
"qs_2015_dem","B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey",2015,"b55","2.11.001.00"
"qs_2015_dem","B56. I believe that managers where I work will take action on the results from this survey",2015,"b56","2.11.002.00"
"qs_2015_dem","B57. Where I work, I think effective action has been taken on the results of the last survey",2015,"b57","2.11.003.00"
"qs_2015_dem","Organisational culture",2015,,
"qs_2015_dem","B58. I am trusted to carry out my job effectively",2015,"b58","3.01.001.00"
"qs_2015_dem","B59. I believe I would be supported if I try a new idea, even if it may not work",2015,"b59","3.01.002.00"
"qs_2015_dem","B60. My performance is evaluated based on whether I get things done, rather than solely follow process",2015,"b60","3.01.003.00"
"qs_2015_dem","B61. When I talk about [my organisation] I say ""we"" rather than ""they",2015,"b61","3.01.004.00"
"qs_2015_dem","B62. I have some really good friendships at work",2015,"b62","3.01.005.00"
"qs_2015_dem","Leadership statement 4",2015,,
"qs_2015_dem","B63 My manager inspires my team to do our best",2015,"b63","3.02.001.00"
"qs_2015_dem","B64 [Senior managers] inspire people across [my organisation] to do their best",2015,"b64","3.02.002.00"
"qs_2015_dem","B65 My manager leads our team with confidence",2015,"b65","3.02.003.00"
"qs_2015_dem","B66 [Senior managers] lead [my organisation] with confidence",2015,"b66","3.02.004.00"
"qs_2015_dem","B67 My manager empowers me to do my job effectively",2015,"b67","3.02.005.00"
"qs_2015_dem","B68 [My organisation's senior managers] empower teams to deliver",2015,"b68","3.02.006.00"
"qs_2015_dem","B69 [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement",2015,"b69","3.02.007.00"
"qs_2015_dem","B70 My manager actively role models the behaviours set out in the Civil Service Leadership Statement",2015,"b70","3.02.008.00"
"qs_2015_dem","Future intentions",2015,,
"qs_2015_dem","C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?",2015,"c01",
"qs_2015_dem","I want to leave [my organisation] as soon as possible",2015,,"4.01.001.01"
"qs_2015_dem","I want to leave [my organisation] within the next 12 months",2015,,"4.01.001.02"
"qs_2015_dem","I want to stay working for [my organisation] for at least the next year",2015,,"4.01.001.03"
"qs_2015_dem","I want to stay working for [my organisation] for at least the next three years",2015,,"4.01.001.04"
"qs_2015_dem","Civil Service Code",2015,,
"qs_2015_dem","D01. Are you aware of the Civil Service Code?",2015,"d01","5.01.001.00"
"qs_2015_dem","D02. Are you aware of how to raise a concern under the Civil Service Code?",2015,"d02","5.01.002.00"
"qs_2015_dem","D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?",2015,"d03","5.01.003.00"
"qs_2015_dem","Wellbeing 5",2015,,
"qs_2015_dem","W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied)",2015,"w01","7.02.001.00"
"qs_2015_dem","W02. Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10) 
(0=not at all worthwhile, 10=completely worthwhile)",2015,"w02","7.02.002.00"
"qs_2015_dem","W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy)",2015,"w03","7.02.003.00"
"qs_2015_dem","W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all anxious, 10=completely anxious)",2015,"w04","7.02.004.00"
"qs_2015_dem","Discrimination, bullying and harassment",2015,,
"qs_2015_dem","E01. During the past 12 months have you personally experienced discrimination at work?",2015,"e01","6.01.001.00"
"qs_2015_dem","E03. During the past 12 months have you personally experienced bullying or harassment at work?",2015,"e03","6.02.001.00"
"qs_2015_org","Response rate",2015,,"0.00.002.00"
"qs_2015_org","Employee engagement index",2015,,"1.01.001.00"
"qs_2015_org","My work theme score (B01-B05)",2015,,"1.02.001.00"
"qs_2015_org","Organisational objectives and purpose theme score (B06-B08)",2015,,"1.02.002.00"
"qs_2015_org","My manager theme score (B09-B18)",2015,,"1.02.003.00"
"qs_2015_org","My team theme score (B19-B21)",2015,,"1.02.004.00"
"qs_2015_org","Learning and development theme score (B22-B25)",2015,,"1.02.005.00"
"qs_2015_org","Inclusion and fair treatment theme score (B26-B29)",2015,,"1.02.006.00"
"qs_2015_org","Resources and workload theme score (B30-B36)",2015,,"1.02.007.00"
"qs_2015_org","Pay and benefits theme score (B37-B39)",2015,,"1.02.008.00"
"qs_2015_org","Leadership and managing change theme score (B40-B49)",2015,,"1.02.009.00"
"qs_2015_org","B01. I am interested in my work (% strongly agree or agree)",2015,"b01","2.01.001.00"
"qs_2015_org","B02. I am sufficiently challenged by my work (% strongly agree or agree)",2015,"b02","2.01.002.00"
"qs_2015_org","B03. My work gives me a sense of personal accomplishment (% strongly agree or agree)",2015,"b03","2.01.003.00"
"qs_2015_org","B04. I feel involved in the decisions that affect my work (% strongly agree or agree)",2015,"b04","2.01.004.00"
"qs_2015_org","B05. I have a choice in deciding how I do my work (% strongly agree or agree)",2015,"b05","2.01.005.00"
"qs_2015_org","B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree)",2015,"b06","2.02.002.00"
"qs_2015_org","B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree)",2015,"b07","2.02.001.00"
"qs_2015_org","B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)",2015,"b08","2.02.003.00"
"qs_2015_org","B09. My manager motivates me to be more effective in my job (% strongly agree or agree)",2015,"b09","2.03.001.00"
"qs_2015_org","B10. My manager is considerate of my life outside work (% strongly agree or agree)",2015,"b10","2.03.004.00"
"qs_2015_org","B11. My manager is open to my ideas (% strongly agree or agree)",2015,"b11","2.03.005.00"
"qs_2015_org","B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree)",2015,"b12","2.03.006.00"
"qs_2015_org","B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)",2015,"b13","2.03.007.00"
"qs_2015_org","B14. My manager recognises when I have done my job well (% strongly agree or agree)",2015,"b14","2.03.008.00"
"qs_2015_org","B15. I receive regular feedback on my performance (% strongly agree or agree)",2015,"b15","2.03.009.00"
"qs_2015_org","B16. The feedback I receive helps me to improve my performance (% strongly agree or agree)",2015,"b16","2.03.010.00"
"qs_2015_org","B17. I think that my performance is evaluated fairly (% strongly agree or agree)",2015,"b17","2.03.011.00"
"qs_2015_org","B18. Poor performance is dealt with effectively in my team (% strongly agree or agree)",2015,"b18","2.03.013.00"
"qs_2015_org","B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)",2015,"b19","2.04.001.00"
"qs_2015_org","B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)",2015,"b20","2.04.002.00"
"qs_2015_org","B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)",2015,"b21","2.04.003.00"
"qs_2015_org","B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree)",2015,"b22","2.05.001.00"
"qs_2015_org","B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)",2015,"b23","2.05.002.00"
"qs_2015_org","B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)",2015,"b24","2.05.003.00"
"qs_2015_org","B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)",2015,"b25","2.05.004.00"
"qs_2015_org","B26. I am treated fairly at work (% strongly agree or agree)",2015,"b26","2.06.001.00"
"qs_2015_org","B27. I am treated with respect by the people I work with (% strongly agree or agree)",2015,"b27","2.06.002.00"
"qs_2015_org","B28. I feel valued for the work I do (% strongly agree or agree)",2015,"b28","2.06.003.00"
"qs_2015_org","B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)",2015,"b29","2.06.004.00"
"qs_2015_org","B30. In my job, I am clear what is expected of me (% strongly agree or agree)",2015,"b30","2.07.003.00"
"qs_2015_org","B31. I get the information I need to do my job well (% strongly agree or agree)",2015,"b31","2.07.001.00"
"qs_2015_org","B32. I have clear work objectives (% strongly agree or agree)",2015,"b32","2.07.002.00"
"qs_2015_org","B33. I have the skills I need to do my job effectively (% strongly agree or agree)",2015,"b33","2.07.004.00"
"qs_2015_org","B34. I have the tools I need to do my job effectively (% strongly agree or agree)",2015,"b34","2.07.005.00"
"qs_2015_org","B35. I have an acceptable workload (% strongly agree or agree)",2015,"b35","2.07.006.00"
"qs_2015_org","B36. I achieve a good balance between my work life and my private life (% strongly agree or agree)",2015,"b36","2.07.007.00"
"qs_2015_org","B37. I feel that my pay adequately reflects my performance (% strongly agree or agree)",2015,"b37","2.08.001.00"
"qs_2015_org","B38. I am satisfied with the total benefits package (% strongly agree or agree)",2015,"b38","2.08.002.00"
"qs_2015_org","B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree)",2015,"b39","2.08.003.00"
"qs_2015_org","B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree)",2015,"b40","2.09.004.00"
"qs_2015_org","B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)",2015,"b41","2.09.001.00"
"qs_2015_org","B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)",2015,"b42","2.09.002.00"
"qs_2015_org","B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)",2015,"b43","2.09.003.00"
"qs_2015_org","B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",2015,"b44","2.09.005.00"
"qs_2015_org","B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)",2015,"b45","2.09.006.00"
"qs_2015_org","B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)",2015,"b46","2.09.007.00"
"qs_2015_org","B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)",2015,"b47","2.09.008.00"
"qs_2015_org","B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)",2015,"b48","2.09.009.00"
"qs_2015_org","B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)",2015,"b49","2.09.010.00"
"qs_2015_org","B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree)",2015,"b50","2.10.001.00"
"qs_2015_org","B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree)",2015,"b51","2.10.002.00"
"qs_2015_org","B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree)",2015,"b52","2.10.003.00"
"qs_2015_org","B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree)",2015,"b53","2.10.004.00"
"qs_2015_org","B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree)",2015,"b54","2.10.005.00"
"qs_2015_org","B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)",2015,"b55","2.11.001.00"
"qs_2015_org","B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree)",2015,"b56","2.11.002.00"
"qs_2015_org","B57. Where I work, I think effective action has been taken on the results of the last survey (% strongly agree or agree)",2015,"b57","2.11.003.00"
"qs_2015_org","B58. I am trusted to carry out my job effectively (% strongly agree or agree)",2015,"b58","3.01.001.00"
"qs_2015_org","B59. I believe I would be supported if I tried a new idea, even if it may not work (% strongly agree or agree)",2015,"b59","3.01.002.00"
"qs_2015_org","B60. My performance is evaluated based on whether I get things done, rather than solely follow process (% strongly agree or agree)",2015,"b60","3.01.003.00"
"qs_2015_org","B61. When I talk about my organisation I say ""we"" rather than ""they"" (% strongly agree or agree)",2015,"b61","3.01.004.00"
"qs_2015_org","B62. I have some really good friendships at work (% strongly agree or agree)",2015,"b62","3.01.005.00"
"qs_2015_org","B63. My manager inspires my team to do our best",2015,"b63","3.02.001.00"
"qs_2015_org","B64. [Senior managers] inspire people across [my organisation] to do their best",2015,"b64","3.02.002.00"
"qs_2015_org","B65. My manager leads our team with confidence",2015,"b65","3.02.003.00"
"qs_2015_org","B66. [Senior managers] lead [my organisation] with confidence",2015,"b66","3.02.004.00"
"qs_2015_org","B67. My manager empowers me to do my job effectively",2015,"b67","3.02.005.00"
"qs_2015_org","B68. [My organisations senior managers] empower teams to deliver",2015,"b68","3.02.006.00"
"qs_2015_org","B69. [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement",2015,"b69","3.02.007.00"
"qs_2015_org","B70. My manager actively role models the behaviours set out in the Civil Service Leadership Statement",2015,"b70","3.02.008.00"
"qs_2015_org","D01. Are you aware of the Civil Service Code? (% yes)",2015,"d01","5.01.001.00"
"qs_2015_org","D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)",2015,"d02","5.01.002.00"
"qs_2015_org","D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)",2015,"d03","5.01.003.00"
"qs_2015_org","E01. During the past 12 months, have you personally experienced discrimination at work? (% yes)",2015,"e01","6.01.001.00"
"qs_2015_org","E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)",2015,"e03","6.02.001.00"
"qs_2015_org","W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)",2015,"w01","7.02.001.00"
"qs_2015_org","W02. Overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)",2015,"w02","7.02.002.00"
"qs_2015_org","W03. Overall, how happy did you feel yesterday? (% rating 7-10)",2015,"w03","7.02.003.00"
"qs_2015_org","W04. Overall, how anxious did you feel yesterday? (% rating 0-3)",2015,"w04","7.02.004.00"
"qs_2016_bm","Employee engagement index",2016,"ees","1.01.001.00"
"qs_2016_bm","My work theme score (B01-B05)",2016,"mw_ts","1.02.001.00"
"qs_2016_bm","Organisational objectives and purpose theme score (B06-B08)",2016,"op_ts","1.02.002.00"
"qs_2016_bm","My manager theme score (B09-B18)",2016,"lm_ts","1.02.003.00"
"qs_2016_bm","My team theme score (B19-B21)",2016,"mt_ts","1.02.004.00"
"qs_2016_bm","Learning and development theme score (B22-B25)",2016,"ld_ts","1.02.005.00"
"qs_2016_bm","Inclusion and fair treatment theme score (B26-B29)",2016,"if_ts","1.02.006.00"
"qs_2016_bm","Resources and workload theme score (B30-B36)",2016,"rw_ts","1.02.007.00"
"qs_2016_bm","Pay and benefits theme score (B37-B39)",2016,"pb_ts","1.02.008.00"
"qs_2016_bm","Leadership and managing change theme score (B40-B49)",2016,"lc_ts","1.02.009.00"
"qs_2016_bm","B01. I am interested in my work (% strongly agree or agree)",2016,"b01","2.01.001.00"
"qs_2016_bm","B02. I am sufficiently challenged by my work (% strongly agree or agree)",2016,"b02","2.01.002.00"
"qs_2016_bm","B03. My work gives me a sense of personal accomplishment (% strongly agree or agree)",2016,"b03","2.01.003.00"
"qs_2016_bm","B04. I feel involved in the decisions that affect my work (% strongly agree or agree)",2016,"b04","2.01.004.00"
"qs_2016_bm","B05. I have a choice in deciding how I do my work (% strongly agree or agree)",2016,"b05","2.01.005.00"
"qs_2016_bm","B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree)",2016,"b06","2.02.002.00"
"qs_2016_bm","B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree)",2016,"b07","2.02.001.00"
"qs_2016_bm","B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)",2016,"b08","2.02.003.00"
"qs_2016_bm","B09. My manager motivates me to be more effective in my job (% strongly agree or agree)",2016,"b09","2.03.001.00"
"qs_2016_bm","B10. My manager is considerate of my life outside work (% strongly agree or agree)",2016,"b10","2.03.004.00"
"qs_2016_bm","B11. My manager is open to my ideas (% strongly agree or agree)",2016,"b11","2.03.005.00"
"qs_2016_bm","B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree)",2016,"b12","2.03.006.00"
"qs_2016_bm","B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)",2016,"b13","2.03.007.00"
"qs_2016_bm","B14. My manager recognises when I have done my job well (% strongly agree or agree)",2016,"b14","2.03.008.00"
"qs_2016_bm","B15. I receive regular feedback on my performance (% strongly agree or agree)",2016,"b15","2.03.009.00"
"qs_2016_bm","B16. The feedback I receive helps me to improve my performance (% strongly agree or agree)",2016,"b16","2.03.010.00"
"qs_2016_bm","B17. I think that my performance is evaluated fairly (% strongly agree or agree)",2016,"b17","2.03.011.00"
"qs_2016_bm","B18. Poor performance is dealt with effectively in my team (% strongly agree or agree)",2016,"b18","2.03.013.00"
"qs_2016_bm","B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)",2016,"b19","2.04.001.00"
"qs_2016_bm","B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)",2016,"b20","2.04.002.00"
"qs_2016_bm","B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)",2016,"b21","2.04.003.00"
"qs_2016_bm","B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree)",2016,"b22","2.05.001.00"
"qs_2016_bm","B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)",2016,"b23","2.05.002.00"
"qs_2016_bm","B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)",2016,"b24","2.05.003.00"
"qs_2016_bm","B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)",2016,"b25","2.05.004.00"
"qs_2016_bm","B26. I am treated fairly at work (% strongly agree or agree)",2016,"b26","2.06.001.00"
"qs_2016_bm","B27. I am treated with respect by the people I work with (% strongly agree or agree)",2016,"b27","2.06.002.00"
"qs_2016_bm","B28. I feel valued for the work I do (% strongly agree or agree)",2016,"b28","2.06.003.00"
"qs_2016_bm","B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)",2016,"b29","2.06.004.00"
"qs_2016_bm","B30. In my job, I am clear what is expected of me (% strongly agree or agree)",2016,"b30","2.07.003.00"
"qs_2016_bm","B31. I get the information I need to do my job well (% strongly agree or agree)",2016,"b31","2.07.001.00"
"qs_2016_bm","B32. I have clear work objectives (% strongly agree or agree)",2016,"b32","2.07.002.00"
"qs_2016_bm","B33. I have the skills I need to do my job effectively (% strongly agree or agree)",2016,"b33","2.07.004.00"
"qs_2016_bm","B34. I have the tools I need to do my job effectively (% strongly agree or agree)",2016,"b34","2.07.005.00"
"qs_2016_bm","B35. I have an acceptable workload (% strongly agree or agree)",2016,"b35","2.07.006.00"
"qs_2016_bm","B36. I achieve a good balance between my work life and my private life (% strongly agree or agree)",2016,"b36","2.07.007.00"
"qs_2016_bm","B37. I feel that my pay adequately reflects my performance (% strongly agree or agree)",2016,"b37","2.08.001.00"
"qs_2016_bm","B38. I am satisfied with the total benefits package (% strongly agree or agree)",2016,"b38","2.08.002.00"
"qs_2016_bm","B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree)",2016,"b39","2.08.003.00"
"qs_2016_bm","B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree)",2016,"b40","2.09.004.00"
"qs_2016_bm","B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)",2016,"b41","2.09.001.00"
"qs_2016_bm","B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)",2016,"b42","2.09.002.00"
"qs_2016_bm","B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)",2016,"b43","2.09.003.00"
"qs_2016_bm","B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",2016,"b44","2.09.005.00"
"qs_2016_bm","B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)",2016,"b45","2.09.006.00"
"qs_2016_bm","B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)",2016,"b46","2.09.007.00"
"qs_2016_bm","B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)",2016,"b47","2.09.008.00"
"qs_2016_bm","B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)",2016,"b48","2.09.009.00"
"qs_2016_bm","B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)",2016,"b49","2.09.010.00"
"qs_2016_bm","B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree)",2016,"b50","2.10.001.00"
"qs_2016_bm","B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree)",2016,"b51","2.10.002.00"
"qs_2016_bm","B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree)",2016,"b52","2.10.003.00"
"qs_2016_bm","B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree)",2016,"b53","2.10.004.00"
"qs_2016_bm","B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree)",2016,"b54","2.10.005.00"
"qs_2016_bm","B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)",2016,"b55","2.11.001.00"
"qs_2016_bm","B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree)",2016,"b56","2.11.002.00"
"qs_2016_bm","B57. Where I work, I think effective action has been taken on the results of the last survey (% strongly agree or agree)",2016,"b57","2.11.003.00"
"qs_2016_bm","B58. I am trusted to carry out my job effectively (% strongly agree or agree)",2016,"b58","3.01.001.00"
"qs_2016_bm","B59. I believe I would be supported if I tried a new idea, even if it may not work (% strongly agree or agree)",2016,"b59","3.01.002.00"
"qs_2016_bm","B60. When I talk about my organisation I say ""we"" rather than ""they"" (% strongly agree or agree)",2016,"b60","3.01.004.00"
"qs_2016_bm","B61. I have some really good friendships at work (% strongly agree or agree)",2016,"b61","3.01.005.00"
"qs_2016_bm","B62. [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement",2016,"b62","3.02.007.00"
"qs_2016_bm","B63. My manager actively role models the behaviours set out in the Civil Service Leadership Statement",2016,"b63","3.02.008.00"
"qs_2016_bm","D01. Are you aware of the Civil Service Code? (% yes)",2016,"d01","5.01.001.00"
"qs_2016_bm","D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)",2016,"d02","5.01.002.00"
"qs_2016_bm","D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)",2016,"d03","5.01.003.00"
"qs_2016_bm","E01. During the past 12 months, have you personally experienced discrimination at work? (% yes)",2016,"e01","6.01.001.00"
"qs_2016_bm","E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)",2016,"e03","6.02.001.00"
"qs_2016_bm","E05. Did you report the bullying and harassment you experienced?",2016,"e05","6.02.004.00"
"qs_2016_bm","E06. In your opinion, has this issue been resolved?",2016,"e06","6.04.001.00"
"qs_2016_bm","W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)",2016,"w01","7.02.001.00"
"qs_2016_bm","W02. Overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)",2016,"w02","7.02.002.00"
