"obj","obj_class","raw_measure","raw_label","year","proc_label","stripped_label"
"qs_2011_org","character",,"B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree)",2011,"b56. i believe that managers where i work will take action on the results from this survey (% strongly agree or agree)","i believe that managers where i work will take action on the results from this survey"
"qs_2011_org","character",,"B57. Where I work, I think effective action has been taken on the results of the last survey",2011,"b57. where i work, i think effective action has been taken on the results of the last survey","where i work, i think effective action has been taken on the results of the last survey"
"qs_2011_org","character",,"D01. Are you aware of the Civil Service Code?",2011,"d01. are you aware of the civil service code?","are you aware of the civil service code"
"qs_2011_org","character",,"D02. Are you aware of how to raise a concern under the Civil Service Code?",2011,"d02. are you aware of how to raise a concern under the civil service code?","are you aware of how to raise a concern under the civil service code"
"qs_2011_org","character",,"D03. Are you confident that if you raised a concern under the Civil Service Code in [your organisation] it would be investigated properly?",2011,"d03. are you confident that if you raised a concern under the civil service code in [your organisation] it would be investigated properly?","are you confident that if you raised a concern under the civil service code in [your organisation] it would be investigated properly"
"qs_2011_org","character",,"E01. During the past 12 months, have you personally experienced discrimination at work?",2011,"e01. during the past 12 months, have you personally experienced discrimination at work?","during the past 12 months, have you personally experienced discrimination at work"
"qs_2011_org","character",,"E03. During the past 12 months, have you personally experienced bullying or harassment at work?",2011,"e03. during the past 12 months, have you personally experienced bullying or harassment at work?","during the past 12 months, have you personally experienced bullying or harassment at work"
"qs_2012_org","character",,"Employee engagement index",2012,"employee engagement index","employee engagement index"
"qs_2012_org","character",,"My work theme score (B01-B05)",2012,"my work theme score (b01-b05)","my work theme score"
"qs_2012_org","character",,"Organisational objectives and purpose theme score (B06-B08)",2012,"organisational objectives and purpose theme score (b06-b08)","organisational objectives and purpose theme score"
"qs_2012_org","character",,"My manager theme score (B09-B18)",2012,"my manager theme score (b09-b18)","my manager theme score"
"qs_2012_org","character",,"My team theme score (B19-B21)",2012,"my team theme score (b19-b21)","my team theme score"
"qs_2012_org","character",,"Learning and development theme score (B22-B25)",2012,"learning and development theme score (b22-b25)","learning and development theme score"
"qs_2012_org","character",,"Inclusion and fair treatment theme score (B26-B29)",2012,"inclusion and fair treatment theme score (b26-b29)","inclusion and fair treatment theme score"
"qs_2012_org","character",,"Resources and workload theme score (B30-B36)",2012,"resources and workload theme score (b30-b36)","resources and workload theme score"
"qs_2012_org","character",,"Pay and benefits theme score (B37-B39)",2012,"pay and benefits theme score (b37-b39)","pay and benefits theme score"
"qs_2012_org","character",,"Leadership and managing change theme score (B40-B49)",2012,"leadership and managing change theme score (b40-b49)","leadership and managing change theme score"
"qs_2012_org","character",,"B01. I am interested in my work (% strongly agree or agree)",2012,"b01. i am interested in my work (% strongly agree or agree)","i am interested in my work"
"qs_2012_org","character",,"B02. I am sufficiently challenged by my work (% strongly agree or agree)",2012,"b02. i am sufficiently challenged by my work (% strongly agree or agree)","i am sufficiently challenged by my work"
"qs_2012_org","character",,"B03. My work gives me a sense of personal accomplishment (% strongly agree or agree)",2012,"b03. my work gives me a sense of personal accomplishment (% strongly agree or agree)","my work gives me a sense of personal accomplishment"
"qs_2012_org","character",,"B04. I feel involved in the decisions that affect my work (% strongly agree or agree)",2012,"b04. i feel involved in the decisions that affect my work (% strongly agree or agree)","i feel involved in the decisions that affect my work"
"qs_2012_org","character",,"B05. I have a choice in deciding how I do my work (% strongly agree or agree)",2012,"b05. i have a choice in deciding how i do my work (% strongly agree or agree)","i have a choice in deciding how i do my work"
"qs_2012_org","character",,"B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree)",2012,"b06. i have a clear understanding of [my organisation's] purpose (% strongly agree or agree)","i have a clear understanding of [my organisation's] purpose"
"qs_2012_org","character",,"B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree)",2012,"b07. i have a clear understanding of [my organisation's] objectives (% strongly agree or agree)","i have a clear understanding of [my organisation's] objectives"
"qs_2012_org","character",,"B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)",2012,"b08. i understand how my work contributes to [my organisation's] objectives (% strongly agree or agree)","i understand how my work contributes to [my organisation's] objectives"
"qs_2012_org","character",,"B09. My manager motivates me to be more effective in my job (% strongly agree or agree)",2012,"b09. my manager motivates me to be more effective in my job (% strongly agree or agree)","my manager motivates me to be more effective in my job"
"qs_2012_org","character",,"B10. My manager is considerate of my life outside work (% strongly agree or agree)",2012,"b10. my manager is considerate of my life outside work (% strongly agree or agree)","my manager is considerate of my life outside work"
"qs_2012_org","character",,"B11. My manager is open to my ideas (% strongly agree or agree)",2012,"b11. my manager is open to my ideas (% strongly agree or agree)","my manager is open to my ideas"
"qs_2012_org","character",,"B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree)",2012,"b12. my manager helps me to understand how i contribute to [my organisation's] objectives (% strongly agree or agree)","my manager helps me to understand how i contribute to [my organisation's] objectives"
"qs_2012_org","character",,"B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)",2012,"b13. overall, i have confidence in the decisions made by my manager (% strongly agree or agree)","overall, i have confidence in the decisions made by my manager"
"qs_2012_org","character",,"B14. My manager recognises when I have done my job well (% strongly agree or agree)",2012,"b14. my manager recognises when i have done my job well (% strongly agree or agree)","my manager recognises when i have done my job well"
"qs_2012_org","character",,"B15. I receive regular feedback on my performance (% strongly agree or agree)",2012,"b15. i receive regular feedback on my performance (% strongly agree or agree)","i receive regular feedback on my performance"
"qs_2012_org","character",,"B16. The feedback I receive helps me to improve my performance (% strongly agree or agree)",2012,"b16. the feedback i receive helps me to improve my performance (% strongly agree or agree)","the feedback i receive helps me to improve my performance"
"qs_2012_org","character",,"B17. I think that my performance is evaluated fairly (% strongly agree or agree)",2012,"b17. i think that my performance is evaluated fairly (% strongly agree or agree)","i think that my performance is evaluated fairly"
"qs_2012_org","character",,"B18. Poor performance is dealt with effectively in my team (% strongly agree or agree)",2012,"b18. poor performance is dealt with effectively in my team (% strongly agree or agree)","poor performance is dealt with effectively in my team"
"qs_2012_org","character",,"B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)",2012,"b19. the people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree)","the people in my team can be relied upon to help when things get difficult in my job"
"qs_2012_org","character",,"B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree)",2012,"b20. the people in my team work together to find ways to improve the service we provide (% strongly agree or agree)","the people in my team work together to find ways to improve the service we provide"
"qs_2012_org","character",,"B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)",2012,"b21. the people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree)","the people in my team are encouraged to come up with new and better ways of doing things"
"qs_2012_org","character",,"B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree)",2012,"b22. i am able to access the right learning and development opportunities when i need to (% strongly agree or agree)","i am able to access the right learning and development opportunities when i need to"
"qs_2012_org","character",,"B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)",2012,"b23. learning and development activities i have completed in the past 12 months have helped to improve my performance (% strongly agree or agree)","learning and development activities i have completed in the past 12 months have helped to improve my performance"
"qs_2012_org","character",,"B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)",2012,"b24. there are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)","there are opportunities for me to develop my career in [my organisation]"
"qs_2012_org","character",,"B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)",2012,"b25. learning and development activities i have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree)","learning and development activities i have completed while working for [my organisation] are helping me to develop my career"
"qs_2012_org","character",,"B26. I am treated fairly at work (% strongly agree or agree)",2012,"b26. i am treated fairly at work (% strongly agree or agree)","i am treated fairly at work"
"qs_2012_org","character",,"B27. I am treated with respect by the people I work with (% strongly agree or agree)",2012,"b27. i am treated with respect by the people i work with (% strongly agree or agree)","i am treated with respect by the people i work with"
"qs_2012_org","character",,"B28. I feel valued for the work I do (% strongly agree or agree)",2012,"b28. i feel valued for the work i do (% strongly agree or agree)","i feel valued for the work i do"
"qs_2012_org","character",,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)",2012,"b29. i think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)","i think that [my organisation] respects individual differences"
"qs_2012_org","character",,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)",2012,"b30. in my job, i am clear what is expected of me (% strongly agree or agree)","in my job, i am clear what is expected of me"
"qs_2012_org","character",,"B31. I get the information I need to do my job well (% strongly agree or agree)",2012,"b31. i get the information i need to do my job well (% strongly agree or agree)","i get the information i need to do my job well"
"qs_2012_org","character",,"B32. I have clear work objectives (% strongly agree or agree)",2012,"b32. i have clear work objectives (% strongly agree or agree)","i have clear work objectives"
"qs_2012_org","character",,"B33. I have the skills I need to do my job effectively (% strongly agree or agree)",2012,"b33. i have the skills i need to do my job effectively (% strongly agree or agree)","i have the skills i need to do my job effectively"
"qs_2012_org","character",,"B34. I have the tools I need to do my job effectively (% strongly agree or agree)",2012,"b34. i have the tools i need to do my job effectively (% strongly agree or agree)","i have the tools i need to do my job effectively"
"qs_2012_org","character",,"B35. I have an acceptable workload (% strongly agree or agree)",2012,"b35. i have an acceptable workload (% strongly agree or agree)","i have an acceptable workload"
"qs_2012_org","character",,"B36. I achieve a good balance between my work life and my private life (% strongly agree or agree)",2012,"b36. i achieve a good balance between my work life and my private life (% strongly agree or agree)","i achieve a good balance between my work life and my private life"
"qs_2012_org","character",,"B37. I feel that my pay adequately reflects my performance (% strongly agree or agree)",2012,"b37. i feel that my pay adequately reflects my performance (% strongly agree or agree)","i feel that my pay adequately reflects my performance"
"qs_2012_org","character",,"B38. I am satisfied with the total benefits package (% strongly agree or agree)",2012,"b38. i am satisfied with the total benefits package (% strongly agree or agree)","i am satisfied with the total benefits package"
"qs_2012_org","character",,"B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree)",2012,"b39. compared to people doing a similar job in other organisations i feel my pay is reasonable (% strongly agree or agree)","compared to people doing a similar job in other organisations i feel my pay is reasonable"
"qs_2012_org","character",,"B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree)",2012,"b40. i feel that [my organisation] as a whole is managed well (% strongly agree or agree)","i feel that [my organisation] as a whole is managed well"
"qs_2012_org","character",,"B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)",2012,"b41. [senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree)","[senior managers] in [my organisation] are sufficiently visible"
"qs_2012_org","character",,"B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)",2012,"b42. i believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree)","i believe the actions of [senior managers] are consistent with [my organisation's] values"
"qs_2012_org","character",,"B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)",2012,"b43. i believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree)","i believe that [the board has] a clear vision for the future of [my organisation]"
"qs_2012_org","character",,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)",2012,"b44. overall, i have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)","overall, i have confidence in the decisions made by [my organisation's senior managers]"
"qs_2012_org","character",,"B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)",2012,"b45. i feel that change is managed well in [my organisation] (% strongly agree or agree)","i feel that change is managed well in [my organisation]"
"qs_2012_org","character",,"B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)",2012,"b46. when changes are made in [my organisation] they are usually for the better (% strongly agree or agree)","when changes are made in [my organisation] they are usually for the better"
"qs_2012_org","character",,"B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree)",2012,"b47. [my organisation] keeps me informed about matters that affect me (% strongly agree or agree)","[my organisation] keeps me informed about matters that affect me"
"qs_2012_org","character",,"B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)",2012,"b48. i have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)","i have the opportunity to contribute my views before decisions are made that affect me"
"qs_2012_org","character",,"B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)",2012,"b49. i think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree)","i think it is safe to challenge the way things are done in [my organisation]"
"qs_2012_org","character",,"B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree)",2012,"b50. i am proud when i tell others i am part of [my organisation] (% strongly agree or agree)","i am proud when i tell others i am part of [my organisation]"
"qs_2012_org","character",,"B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree)",2012,"b51. i would recommend [my organisation] as a great place to work (% strongly agree or agree)","i would recommend [my organisation] as a great place to work"
"qs_2012_org","character",,"B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree)",2012,"b52. i feel a strong personal attachment to [my organisation] (% strongly agree or agree)","i feel a strong personal attachment to [my organisation]"
"qs_2012_org","character",,"B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree)",2012,"b53. [my organisation] inspires me to do the best in my job (% strongly agree or agree)","[my organisation] inspires me to do the best in my job"
"qs_2012_org","character",,"B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree)",2012,"b54. [my organisation] motivates me to help it achieve its objectives (% strongly agree or agree)","[my organisation] motivates me to help it achieve its objectives"
"qs_2012_org","character",,"B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)",2012,"b55. i believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree)","i believe that [senior managers] in [my organisation] will take action on the results from this survey"
"qs_2012_org","character",,"B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree)",2012,"b56. i believe that managers where i work will take action on the results from this survey (% strongly agree or agree)","i believe that managers where i work will take action on the results from this survey"
"qs_2012_org","character",,"B57. Where I work, I think effective action has been taken on the results of the last survey (% strongly agree or agree)",2012,"b57. where i work, i think effective action has been taken on the results of the last survey (% strongly agree or agree)","where i work, i think effective action has been taken on the results of the last survey"
"qs_2012_org","character",,"D01. Are you aware of the Civil Service Code? (% yes)",2012,"d01. are you aware of the civil service code? (% yes)","are you aware of the civil service code"
"qs_2012_org","character",,"D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes)",2012,"d02. are you aware of how to raise a concern under the civil service code? (% yes)","are you aware of how to raise a concern under the civil service code"
"qs_2012_org","character",,"D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)",2012,"d03. are you confident that if you raise a concern under the civil service code in [your organisation] it would be investigated properly? (% yes)","are you confident that if you raise a concern under the civil service code in [your organisation] it would be investigated properly"
"qs_2012_org","character",,"E01. During the past 12 months, have you personally experienced discrimination at work? (% yes)",2012,"e01. during the past 12 months, have you personally experienced discrimination at work? (% yes)","during the past 12 months, have you personally experienced discrimination at work"
"qs_2012_org","character",,"E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)",2012,"e03. during the past 12 months, have you personally experienced bullying or harassment at work? (% yes)","during the past 12 months, have you personally experienced bullying or harassment at work"
"qs_2012_org","character",,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)",2012,"w01. overall, how satisfied are you with your life nowadays? (% rating 7-10)","overall, how satisfied are you with your life nowadays"
"qs_2012_org","character",,"W02. Overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)",2012,"w02. overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)","overall, to what extent do you feel the things you do in your life are worthwhile"
"qs_2012_org","character",,"W03. Overall, how happy did you feel yesterday? (% rating 7-10)",2012,"w03. overall, how happy did you feel yesterday? (% rating 7-10)","overall, how happy did you feel yesterday"
"qs_2012_org","character",,"W04. Overall, how anxious did you feel yesterday? (% rating 0-3)",2012,"w04. overall, how anxious did you feel yesterday? (% rating 0-3)","overall, how anxious did you feel yesterday"
"qs_2012_org","character",,"X01. I am trusted to carry out my job effectively (% strongly agree or agree)",2012,"x01. i am trusted to carry out my job effectively (% strongly agree or agree)","i am trusted to carry out my job effectively"
"qs_2012_org","character",,"X02. I believe I would be supported if I try a new idea, even if it may not work (% strongly agree or agree)",2012,"x02. i believe i would be supported if i try a new idea, even if it may not work (% strongly agree or agree)","i believe i would be supported if i try a new idea, even if it may not work"
"qs_2012_org","character",,"X03. My performance is evaluated based on whether I get things done, rather than solely follow process (% strongly agree or agree)",2012,"x03. my performance is evaluated based on whether i get things done, rather than solely follow process (% strongly agree or agree)","my performance is evaluated based on whether i get things done, rather than solely follow process"
"qs_2012_org","character",,"X04. When I talk about my organisation I say ""we"" rather than ""they"" (% strongly agree or agree)",2012,"x04. when i talk about my organisation i say ""we"" rather than ""they"" (% strongly agree or agree)","when i talk about my organisation i say ""we"" rather than ""they"""
"qs_2012_org","character",,"X05. I have some really good friendships at work (% strongly agree or agree)",2012,"x05. i have some really good friendships at work (% strongly agree or agree)","i have some really good friendships at work"
"qs_2013_bm","character",,"Employee engagement index",2013,"employee engagement index","employee engagement index"
"qs_2013_bm","character",,"My work",2013,"my work","my work"
"qs_2013_bm","character",,"Organisational objectives and purpose",2013,"organisational objectives and purpose","organisational objectives and purpose"
"qs_2013_bm","character",,"My manager",2013,"my manager","my manager"
"qs_2013_bm","character",,"My team",2013,"my team","my team"
"qs_2013_bm","character",,"Learning and development",2013,"learning and development","learning and development"
"qs_2013_bm","character",,"Inclusion and fair treatment",2013,"inclusion and fair treatment","inclusion and fair treatment"
"qs_2013_bm","character",,"Resources and workload",2013,"resources and workload","resources and workload"
"qs_2013_bm","character",,"Pay and benefits",2013,"pay and benefits","pay and benefits"
"qs_2013_bm","character",,"Leadership and managing change",2013,"leadership and managing change","leadership and managing change"
"qs_2013_bm","character",,"B01. I am interested in my work",2013,"b01. i am interested in my work","i am interested in my work"
"qs_2013_bm","character",,"B02. I am sufficiently challenged by my work",2013,"b02. i am sufficiently challenged by my work","i am sufficiently challenged by my work"
"qs_2013_bm","character",,"B03. My work gives me a sense of personal accomplishment",2013,"b03. my work gives me a sense of personal accomplishment","my work gives me a sense of personal accomplishment"
"qs_2013_bm","character",,"B04. I feel involved in the decisions that affect my work",2013,"b04. i feel involved in the decisions that affect my work","i feel involved in the decisions that affect my work"
"qs_2013_bm","character",,"B05. I have a choice in deciding how I do my work",2013,"b05. i have a choice in deciding how i do my work","i have a choice in deciding how i do my work"
"qs_2013_bm","character",,"B06. I have a clear understanding of [my organisation's] purpose",2013,"b06. i have a clear understanding of [my organisation's] purpose","i have a clear understanding of [my organisation's] purpose"
"qs_2013_bm","character",,"B07. I have a clear understanding of [my organisation's] objectives",2013,"b07. i have a clear understanding of [my organisation's] objectives","i have a clear understanding of [my organisation's] objectives"
"qs_2013_bm","character",,"B08. I understand how my work contributes to [my organisation's] objectives",2013,"b08. i understand how my work contributes to [my organisation's] objectives","i understand how my work contributes to [my organisation's] objectives"
"qs_2013_bm","character",,"B09. My manager motivates me to be more effective in my job",2013,"b09. my manager motivates me to be more effective in my job","my manager motivates me to be more effective in my job"
"qs_2013_bm","character",,"B10. My manager is considerate of my life outside work",2013,"b10. my manager is considerate of my life outside work","my manager is considerate of my life outside work"
"qs_2013_bm","character",,"B11. My manager is open to my ideas",2013,"b11. my manager is open to my ideas","my manager is open to my ideas"
"qs_2013_bm","character",,"B12. My manager helps me to understand how I contribute to [my organisation's] objectives",2013,"b12. my manager helps me to understand how i contribute to [my organisation's] objectives","my manager helps me to understand how i contribute to [my organisation's] objectives"
"qs_2013_bm","character",,"B13. Overall, I have confidence in the decisions made by my manager",2013,"b13. overall, i have confidence in the decisions made by my manager","overall, i have confidence in the decisions made by my manager"
"qs_2013_bm","character",,"B14. My manager recognises when I have done my job well",2013,"b14. my manager recognises when i have done my job well","my manager recognises when i have done my job well"
"qs_2013_bm","character",,"B15. I receive regular feedback on my performance",2013,"b15. i receive regular feedback on my performance","i receive regular feedback on my performance"
"qs_2013_bm","character",,"B16. The feedback I receive helps me to improve my performance",2013,"b16. the feedback i receive helps me to improve my performance","the feedback i receive helps me to improve my performance"
"qs_2013_bm","character",,"B17. I think that my performance is evaluated fairly",2013,"b17. i think that my performance is evaluated fairly","i think that my performance is evaluated fairly"
"qs_2013_bm","character",,"B18. Poor performance is dealt with effectively in my team",2013,"b18. poor performance is dealt with effectively in my team","poor performance is dealt with effectively in my team"
"qs_2013_bm","character",,"B19. The people in my team can be relied upon to help when things get difficult in my job",2013,"b19. the people in my team can be relied upon to help when things get difficult in my job","the people in my team can be relied upon to help when things get difficult in my job"
"qs_2013_bm","character",,"B20. The people in my team work together to find ways to improve the service we provide",2013,"b20. the people in my team work together to find ways to improve the service we provide","the people in my team work together to find ways to improve the service we provide"
"qs_2013_bm","character",,"B21. The people in my team are encouraged to come up with new and better ways of doing things",2013,"b21. the people in my team are encouraged to come up with new and better ways of doing things","the people in my team are encouraged to come up with new and better ways of doing things"
"qs_2013_bm","character",,"B22. I am able to access the right learning and development opportunities when I need to",2013,"b22. i am able to access the right learning and development opportunities when i need to","i am able to access the right learning and development opportunities when i need to"
"qs_2013_bm","character",,"B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance",2013,"b23. learning and development activities i have completed in the past 12 months have helped to improve my performance","learning and development activities i have completed in the past 12 months have helped to improve my performance"
"qs_2013_bm","character",,"B24. There are opportunities for me to develop my career in [my organisation]",2013,"b24. there are opportunities for me to develop my career in [my organisation]","there are opportunities for me to develop my career in [my organisation]"
"qs_2013_bm","character",,"B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career",2013,"b25. learning and development activities i have completed while working for [my organisation] are helping me to develop my career","learning and development activities i have completed while working for [my organisation] are helping me to develop my career"
"qs_2013_bm","character",,"B26. I am treated fairly at work",2013,"b26. i am treated fairly at work","i am treated fairly at work"
"qs_2013_bm","character",,"B27. I am treated with respect by the people I work with",2013,"b27. i am treated with respect by the people i work with","i am treated with respect by the people i work with"
"qs_2013_bm","character",,"B28. I feel valued for the work I do",2013,"b28. i feel valued for the work i do","i feel valued for the work i do"
"qs_2013_bm","character",,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)",2013,"b29. i think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)","i think that [my organisation] respects individual differences"
"qs_2013_bm","character",,"B30. In my job, I am clear what is expected of me",2013,"b30. in my job, i am clear what is expected of me","in my job, i am clear what is expected of me"
"qs_2013_bm","character",,"B31. I get the information I need to do my job well",2013,"b31. i get the information i need to do my job well","i get the information i need to do my job well"
"qs_2013_bm","character",,"B32. I have clear work objectives",2013,"b32. i have clear work objectives","i have clear work objectives"
"qs_2013_bm","character",,"B33. I have the skills I need to do my job effectively",2013,"b33. i have the skills i need to do my job effectively","i have the skills i need to do my job effectively"
"qs_2013_bm","character",,"B34. I have the tools I need to do my job effectively",2013,"b34. i have the tools i need to do my job effectively","i have the tools i need to do my job effectively"
"qs_2013_bm","character",,"B35. I have an acceptable workload",2013,"b35. i have an acceptable workload","i have an acceptable workload"
"qs_2013_bm","character",,"B36. I achieve a good balance between my work life and my private life",2013,"b36. i achieve a good balance between my work life and my private life","i achieve a good balance between my work life and my private life"
"qs_2013_bm","character",,"B37. I feel that my pay adequately reflects my performance",2013,"b37. i feel that my pay adequately reflects my performance","i feel that my pay adequately reflects my performance"
"qs_2013_bm","character",,"B38. I am satisfied with the total benefits package",2013,"b38. i am satisfied with the total benefits package","i am satisfied with the total benefits package"
"qs_2013_bm","character",,"B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable",2013,"b39. compared to people doing a similar job in other organisations i feel my pay is reasonable","compared to people doing a similar job in other organisations i feel my pay is reasonable"
"qs_2013_bm","character",,"B40. I feel that [my organisation] as a whole is managed well",2013,"b40. i feel that [my organisation] as a whole is managed well","i feel that [my organisation] as a whole is managed well"
"qs_2013_bm","character",,"B41. [Senior managers] in [my organisation] are sufficiently visible",2013,"b41. [senior managers] in [my organisation] are sufficiently visible","[senior managers] in [my organisation] are sufficiently visible"
"qs_2013_bm","character",,"B42. I believe the actions of [senior managers] are consistent with [my organisation's] values",2013,"b42. i believe the actions of [senior managers] are consistent with [my organisation's] values","i believe the actions of [senior managers] are consistent with [my organisation's] values"
"qs_2013_bm","character",,"B43. I believe that [the board has] a clear vision for the future of [my organisation]",2013,"b43. i believe that [the board has] a clear vision for the future of [my organisation]","i believe that [the board has] a clear vision for the future of [my organisation]"
"qs_2013_bm","character",,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers]",2013,"b44. overall, i have confidence in the decisions made by [my organisation's senior managers]","overall, i have confidence in the decisions made by [my organisation's senior managers]"
"qs_2013_bm","character",,"B45. I feel that change is managed well in [my organisation]",2013,"b45. i feel that change is managed well in [my organisation]","i feel that change is managed well in [my organisation]"
"qs_2013_bm","character",,"B46. When changes are made in [my organisation] they are usually for the better",2013,"b46. when changes are made in [my organisation] they are usually for the better","when changes are made in [my organisation] they are usually for the better"
"qs_2013_bm","character",,"B47. [My organisation] keeps me informed about matters that affect me",2013,"b47. [my organisation] keeps me informed about matters that affect me","[my organisation] keeps me informed about matters that affect me"
"qs_2013_bm","character",,"B48. I have the opportunity to contribute my views before decisions are made that affect me",2013,"b48. i have the opportunity to contribute my views before decisions are made that affect me","i have the opportunity to contribute my views before decisions are made that affect me"
"qs_2013_bm","character",,"B49. I think it is safe to challenge the way things are done in [my organisation]",2013,"b49. i think it is safe to challenge the way things are done in [my organisation]","i think it is safe to challenge the way things are done in [my organisation]"
"qs_2013_bm","character",,"B50. I am proud when I tell others I am part of [my organisation]",2013,"b50. i am proud when i tell others i am part of [my organisation]","i am proud when i tell others i am part of [my organisation]"
"qs_2013_bm","character",,"B51. I would recommend [my organisation] as a great place to work",2013,"b51. i would recommend [my organisation] as a great place to work","i would recommend [my organisation] as a great place to work"
"qs_2013_bm","character",,"B52. I feel a strong personal attachment to [my organisation]",2013,"b52. i feel a strong personal attachment to [my organisation]","i feel a strong personal attachment to [my organisation]"
"qs_2013_bm","character",,"B53. [My organisation] inspires me to do the best in my job",2013,"b53. [my organisation] inspires me to do the best in my job","[my organisation] inspires me to do the best in my job"
"qs_2013_bm","character",,"B54. [My organisation] motivates me to help it achieve its objectives",2013,"b54. [my organisation] motivates me to help it achieve its objectives","[my organisation] motivates me to help it achieve its objectives"
"qs_2013_bm","character",,"B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey",2013,"b55. i believe that [senior managers] in [my organisation] will take action on the results from this survey","i believe that [senior managers] in [my organisation] will take action on the results from this survey"
"qs_2013_bm","character",,"B56. I believe that managers where I work will take action on the results from this survey",2013,"b56. i believe that managers where i work will take action on the results from this survey","i believe that managers where i work will take action on the results from this survey"
"qs_2013_bm","character",,"B57. Where I work, I think effective action has been taken on the results of the last survey",2013,"b57. where i work, i think effective action has been taken on the results of the last survey","where i work, i think effective action has been taken on the results of the last survey"
"qs_2013_bm","character",,"B58. I am trusted to carry out my job effectively",2013,"b58. i am trusted to carry out my job effectively","i am trusted to carry out my job effectively"
"qs_2013_bm","character",,"B59. I believe I would be supported if I try a new idea, even if it may not work",2013,"b59. i believe i would be supported if i try a new idea, even if it may not work","i believe i would be supported if i try a new idea, even if it may not work"
"qs_2013_bm","character",,"B60. My performance is evaluated based on whether I get things done, rather than solely follow process",2013,"b60. my performance is evaluated based on whether i get things done, rather than solely follow process","my performance is evaluated based on whether i get things done, rather than solely follow process"
"qs_2013_bm","character",,"B61. When I talk about [my organisation] I say ""we"" rather than ""they",2013,"b61. when i talk about [my organisation] i say ""we"" rather than ""they","when i talk about [my organisation] i say ""we"" rather than ""they"
