year,qid,base_labels
2019,bullying_notreporting_notknow,E05_07. Reporting action/inaction_I did not know how to report it or who to speak to (% no to E05 selecting this option)
2022,bullying_notreporting_notknow,E05B. Why did you not report your experience of bullying and harassment? I did not know how to report it or who to speak to (% of those ticking at least one E05B option)
2019,bullying_notreporting_other,E05_09. Reporting action/inaction_I did not report it for another reason (% no to E05 selecting this option)
2022,bullying_notreporting_other,E05B. Why did you not report your experience of bullying and harassment? I did not report it for another reason (% of those ticking at least one E05B option)
2019,bullying_notreporting_stopped,E05_08. Reporting action/inaction_The behaviour stopped before I could report it (% no to E05 selecting this option)
2022,bullying_notreporting_stopped,E05B. Why did you not report your experience of bullying and harassment? The behaviour stopped before I could report it (% of those ticking at least one E05B option)
2019,bullying_notreporting_torublemaker,E05_05. Reporting action/inaction_I did not want to be seen as a troublemaker (% no to E05 selecting this option)
2022,bullying_notreporting_torublemaker,E05B. Why did you not report your experience of bullying and harassment? I did not want to be seen as a troublemaker (% of those ticking at least one E05B option)
2019,bullying_punished_reporting_no,E06_D
2019,bullying_punished_reporting_no,E06_D. I felt like I was punished for reporting the incident (% no)
2020,bullying_punished_reporting_no,E06_D. I felt like I was punished for reporting the incident (% no)
2021,bullying_punished_reporting_no,E06_D. I felt like I was punished for reporting the incident (% no)
2021,bullying_punished_reporting_no,E06_D. I felt like I was punished for reporting the incident (% no) [note 2]
2022,bullying_punished_reporting_no,E06_D. Did you feel like you were punished for reporting the incident? (% no)
2022,bullying_punished_reporting_no,E06_D. Did you feel like you were punished for reporting the incident? (% no) [note 3]
2019,bullying_punished_reporting_pnts,E06_D
2019,bullying_punished_reporting_pnts,E06_D. I felt like I was punished for reporting the incident (% prefer not to say)
2020,bullying_punished_reporting_pnts,E06_D. I felt like I was punished for reporting the incident (% prefer not to say)
2021,bullying_punished_reporting_pnts,E06_D. I felt like I was punished for reporting the incident (% prefer not to say)
2021,bullying_punished_reporting_pnts,E06_D. I felt like I was punished for reporting the incident (% prefer not to say) [note 2]
2022,bullying_punished_reporting_pnts,E06_D. Did you feel like you were punished for reporting the incident? (% prefer not to say)
2022,bullying_punished_reporting_pnts,E06_D. Did you feel like you were punished for reporting the incident? (% prefer not to say) [note 3]
2019,bullying_punished_reporting_yes,D. I felt like I was punished for reporting the incident
2019,bullying_punished_reporting_yes,E06_D
2019,bullying_punished_reporting_yes,E06_D. I felt like I was punished for reporting the incident (% yes)
2020,bullying_punished_reporting_yes,E06_D: I felt like I was punished for reporting the incident (% yes)
2020,bullying_punished_reporting_yes,E06_D. I felt like I was punished for reporting the incident (% yes)
2021,bullying_punished_reporting_yes,E06_D. Did you feel like you were punished for reporting the incident? (% yes) [note 5]
2021,bullying_punished_reporting_yes,E06_D. I felt like I was punished for reporting the incident (% yes)
2021,bullying_punished_reporting_yes,E06_D. I felt like I was punished for reporting the incident (% yes) [note 2]
2022,bullying_punished_reporting_yes,E06_D. Did you feel like you were punished for reporting the incident? (% yes)
2022,bullying_punished_reporting_yes,E06_D. Did you feel like you were punished for reporting the incident? (% yes) [note 3]
2019,bullying_report_no,E05
2019,bullying_report_no,E05. Did you report your experience of bullying and/or harassment? (% no)
2020,bullying_report_no,E05. Did you report your experience of bullying and/or harassment? (% no)
2021,bullying_report_no,E05. Did you report your experience of bullying and/or harassment? (% no)
2021,bullying_report_no,E05. Did you report your experience of bullying and/or harassment? (% no) [note 2]
2022,bullying_report_no,E05. Did you report your experience of bullying and/or harassment? (% no)
2022,bullying_report_no,E05. Did you report your experience of bullying and/or harassment? (% no) [note 3]
2019,bullying_report_pnts,E05
2019,bullying_report_pnts,E05. Did you report your experience of bullying and/or harassment? (% prefer not to say)
2020,bullying_report_pnts,E05. Did you report your experience of bullying and/or harassment? (% prefer not to say)
2021,bullying_report_pnts,E05. Did you report your experience of bullying and/or harassment? (% prefer not to say)
2021,bullying_report_pnts,E05. Did you report your experience of bullying and/or harassment? (% prefer not to say) [note 2]
2022,bullying_report_pnts,E05. Did you report your experience of bullying and/or harassment? (% prefer not to say)
2022,bullying_report_pnts,E05. Did you report your experience of bullying and/or harassment? (% prefer not to say) [note 3]
2016,bullying_report_yes,E05
2016,bullying_report_yes,E05. Did you report the bullying and harassment you experienced?
2017,bullying_report_yes,E05
2017,bullying_report_yes,E05. Did you report the bullying and harassment you experienced?
2017,bullying_report_yes,E05. Did you report the bullying and harassment you experienced? (% yes)
2018,bullying_report_yes,E05
2018,bullying_report_yes,E05. Did you report the bullying and harassment you experienced?
2018,bullying_report_yes,E05. Did you report the bullying and harassment you experienced? (% yes)
2019,bullying_report_yes,E05
2019,bullying_report_yes,"E05. Did you report the bullying and harassment you experienced? (% yes, of those who answered yes to E03)"
2019,bullying_report_yes,E05. Did you report your experience of bullying and/or harassment? (% yes)
2020,bullying_report_yes,Did you report your experience of bullying and/or harassment?
2020,bullying_report_yes,E05: Did you report your experience of bullying and/or harassment? (% yes)
2020,bullying_report_yes,E05. Did you report your experience of bullying and/or harassment? (% yes)
2021,bullying_report_yes,E05. Did you report your experience of bullying and harassment? (% yes) [note 5]
2021,bullying_report_yes,E05. Did you report your experience of bullying and/or harassment? (% yes)
2021,bullying_report_yes,E05. Did you report your experience of bullying and/or harassment? (% yes) [note 2]
2022,bullying_report_yes,E05. Did you report your experience of bullying and/or harassment? (% yes)
2022,bullying_report_yes,E05. Did you report your experience of bullying and/or harassment? (% yes) [note 3]
2019,bullying_reporting_complaint,E05_01. Reporting action/inaction_I raised a formal complaint (% yes to E05 selecting this option)
2022,bullying_reporting_complaint,E05A. How did you report your experience of bullying and harassment? I raised a formal complaint (% of those ticking at least one E05A option)
2019,bullying_reporting_confided,E05_03. Reporting action/inaction_I confided in someone (e.g. a colleague) (% yes to E05 selecting this option)
2022,bullying_reporting_confided,"E05A. How did you report your experience of bullying and harassment? I confided in someone (for example, a colleague) (% of those ticking at least one E05A option)"
2019,bullying_reporting_informal,"E05_02. Reporting action/inaction_I reported it in another way, through less formal means (% yes to E05 selecting this option)"
2022,bullying_reporting_informal,"E05A. How did you report your experience of bullying and harassment? I reported it in another way, through less formal means (% of those ticking at least one E05A option)"
2022,bullying_reporting_other,E05A. How did you report your experience of bullying and harassment? In another way (% of those ticking at least one E05A option)
2016,bullying_resolved_yes,E06
2016,bullying_resolved_yes,"E06. In your opinion, has this issue been resolved?"
2017,bullying_resolved_yes,E06
2017,bullying_resolved_yes,"E06. In your opinion, has this issue been resolved?"
2017,bullying_resolved_yes,"E06. In your opinion, has this issue been resolved? (% yes)"
2018,bullying_resolved_yes,E06
2018,bullying_resolved_yes,"E06. In your opinion, has this issue been resolved?"
2018,bullying_resolved_yes,"E06. In your opinion, has this issue been resolved? (% yes)"
2019,bullying_situation_moved_no,E06_E
2019,bullying_situation_moved_no,E06_E. I moved to another team or role to avoid the behaviour (% no)
2019,bullying_situation_moved_pnts,E06_E
2019,bullying_situation_moved_pnts,E06_E. I moved to another team or role to avoid the behaviour (% prefer not to say)
2019,bullying_situation_moved_yes,E. I moved to another team or role to avoid the behaviour
2019,bullying_situation_moved_yes,E06_E
2019,bullying_situation_moved_yes,E06_E. I moved to another team or role to avoid the behaviour (% yes)
2020,bullying_situation_moved_yes,How would you describe your situation now? I moved to another team or role to avoid the behaviour
2019,bullying_stopped_no,E06_B
2019,bullying_stopped_no,E06_B. The bullying and/or harassment has stopped (% no)
2020,bullying_stopped_no,E06_B. The bullying and/or harassment has stopped (% no)
2021,bullying_stopped_no,E06_B. The bullying and/or harassment has stopped (% no)
2021,bullying_stopped_no,E06_B. The bullying and/or harassment has stopped (% no) [note 2]
2022,bullying_stopped_no,E06_B. Has the bullying and/or harassment stopped? (% no)
2022,bullying_stopped_no,E06_B. Has the bullying and/or harassment stopped? (% no) [note 3]
2019,bullying_stopped_pnts,E06_B
2019,bullying_stopped_pnts,E06_B. The bullying and/or harassment has stopped (% prefer not to say)
2020,bullying_stopped_pnts,E06_B. The bullying and/or harassment has stopped (% prefer not to say)
2021,bullying_stopped_pnts,E06_B. The bullying and/or harassment has stopped (% prefer not to say)
2021,bullying_stopped_pnts,E06_B. The bullying and/or harassment has stopped (% prefer not to say) [note 2]
2022,bullying_stopped_pnts,E06_B. Has the bullying and/or harassment stopped? (% prefer not to say)
2022,bullying_stopped_pnts,E06_B. Has the bullying and/or harassment stopped? (% prefer not to say) [note 3]
2019,bullying_stopped_yes,B. The bullying and/or harassment has stopped
2019,bullying_stopped_yes,E06_B
2019,bullying_stopped_yes,E06_B. The bullying and/or harassment has stopped (% yes)
2020,bullying_stopped_yes,E06_B: The bullying and/or harassment has stopped (% yes)
2020,bullying_stopped_yes,E06_B. The bullying and/or harassment has stopped (% yes)
2020,bullying_stopped_yes,How would you describe your situation now? The bullying and/or harassment has stopped
2021,bullying_stopped_yes,E06_B. Has the bullying and harassment stopped? (% yes) [note 5]
2021,bullying_stopped_yes,E06_B. The bullying and/or harassment has stopped (% yes)
2021,bullying_stopped_yes,E06_B. The bullying and/or harassment has stopped (% yes) [note 2]
2022,bullying_stopped_yes,E06_B. Has the bullying and/or harassment stopped? (% yes)
2022,bullying_stopped_yes,E06_B. Has the bullying and/or harassment stopped? (% yes) [note 3]
2009,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation]
2009,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2010,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation]
2010,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2011,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation]
2011,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2012,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation]
2012,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2013,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation]
2013,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2014,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation]
2014,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2015,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation]
2015,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2016,career_opportunities,B24
2016,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation]
2016,career_opportunities,B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2017,career_opportunities,B23
2017,career_opportunities,B23. There are opportunities for me to develop my career in [my organisation]
2017,career_opportunities,B23. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2018,career_opportunities,B23
2018,career_opportunities,B23. There are opportunities for me to develop my career in [my organisation]
2018,career_opportunities,B23. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2019,career_opportunities,B23
2019,career_opportunities,B23. There are opportunities for me to develop my career in [my organisation]
2019,career_opportunities,B23. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2020,career_opportunities,B23: There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2020,career_opportunities,B23. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2020,career_opportunities,There are opportunities for me to develop my career in [my organisation]
2021,career_opportunities,B23. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2022,career_opportunities,B23. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree)
2017,challenge_behaviour,B57
2017,challenge_behaviour,B57. I feel able to challenge inappropriate behaviour in the workplace
2017,challenge_behaviour,B57. I feel able to challenge inappropriate behaviour in the workplace (% strongly agree or agree)
2018,challenge_behaviour,B57
2018,challenge_behaviour,B57. I feel able to challenge inappropriate behaviour in the workplace
2018,challenge_behaviour,B57. I feel able to challenge inappropriate behaviour in the workplace (% strongly agree or agree)
2019,challenge_behaviour,B57
2019,challenge_behaviour,B57. I feel able to challenge inappropriate behaviour in the workplace
2019,challenge_behaviour,B57. I feel able to challenge inappropriate behaviour in the workplace (% strongly agree or agree)
2020,challenge_behaviour,B57: I feel able to challenge inappropriate behaviour in the workplace (% strongly agree or agree)
2020,challenge_behaviour,B57. I feel able to challenge inappropriate behaviour in the workplace (% strongly agree or agree)
2020,challenge_behaviour,I feel able to challenge inappropriate behaviour in the workplace
2021,challenge_behaviour,B57. I feel able to challenge inappropriate behaviour in the workplace (% strongly agree or agree)
2022,challenge_behaviour,B57. I feel able to challenge inappropriate behaviour in the workplace (% strongly agree or agree)
2009,challenging_work,B02. I am sufficiently challenged by my work
2009,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2010,challenging_work,B02. I am sufficiently challenged by my work
2010,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2011,challenging_work,B02. I am sufficiently challenged by my work
2011,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2012,challenging_work,B02. I am sufficiently challenged by my work
2012,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2013,challenging_work,B02. I am sufficiently challenged by my work
2013,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2014,challenging_work,B02. I am sufficiently challenged by my work
2014,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2015,challenging_work,B02. I am sufficiently challenged by my work
2015,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2016,challenging_work,B02
2016,challenging_work,B02. I am sufficiently challenged by my work
2016,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2017,challenging_work,B02
2017,challenging_work,B02. I am sufficiently challenged by my work
2017,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2018,challenging_work,B02
2018,challenging_work,B02. I am sufficiently challenged by my work
2018,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2019,challenging_work,B02
2019,challenging_work,B02. I am sufficiently challenged by my work
2019,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2020,challenging_work,B02: I am sufficiently challenged by my work (% strongly agree or agree)
2020,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2020,challenging_work,I am sufficiently challenged by my work
2021,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2022,challenging_work,B02. I am sufficiently challenged by my work (% strongly agree or agree)
2009,change_managed_well,B45. I feel that change is managed well in [my organisation]
2009,change_managed_well,B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2010,change_managed_well,B45. I feel that change is managed well in [my organisation]
2010,change_managed_well,B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2011,change_managed_well,B45. I feel that change is managed well in [my organisation]
2011,change_managed_well,B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2012,change_managed_well,B45. I feel that change is managed well in [my organisation]
2012,change_managed_well,B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2013,change_managed_well,B45. I feel that change is managed well in [my organisation]
2013,change_managed_well,B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2014,change_managed_well,B45. I feel that change is managed well in [my organisation]
2014,change_managed_well,B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2015,change_managed_well,B45. I feel that change is managed well in [my organisation]
2015,change_managed_well,B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2016,change_managed_well,B45
2016,change_managed_well,B45. I feel that change is managed well in [my organisation]
2016,change_managed_well,B45. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2017,change_managed_well,B42
2017,change_managed_well,B42. I feel that change is managed well in [my organisation]
2017,change_managed_well,B42. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2018,change_managed_well,B42
2018,change_managed_well,B42. I feel that change is managed well in [my organisation]
2018,change_managed_well,B42. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2019,change_managed_well,B42
2019,change_managed_well,B42. I feel that change is managed well in [my organisation]
2019,change_managed_well,B42. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2020,change_managed_well,B42: I feel that change is managed well in [my organisation] (% strongly agree or agree)
2020,change_managed_well,B42. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2020,change_managed_well,I feel that change is managed well in [my organisation]
2021,change_managed_well,B42. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2022,change_managed_well,B42. I feel that change is managed well in [my organisation] (% strongly agree or agree)
2009,changes_better,B46. When changes are made in [my organisation] they are usually for the better
2009,changes_better,B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2010,changes_better,B46. When changes are made in [my organisation] they are usually for the better
2010,changes_better,B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2011,changes_better,B46. When changes are made in [my organisation] they are usually for the better
2011,changes_better,B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2012,changes_better,B46. When changes are made in [my organisation] they are usually for the better
2012,changes_better,B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2013,changes_better,B46. When changes are made in [my organisation] they are usually for the better
2013,changes_better,B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2014,changes_better,B46. When changes are made in [my organisation] they are usually for the better
2014,changes_better,B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2015,changes_better,B46. When changes are made in [my organisation] they are usually for the better
2015,changes_better,B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2016,changes_better,B46
2016,changes_better,B46. When changes are made in [my organisation] they are usually for the better
2016,changes_better,B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2017,changes_better,B43
2017,changes_better,B43. When changes are made in [my organisation] they are usually for the better
2017,changes_better,B43. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2018,changes_better,B43
2018,changes_better,B43. When changes are made in [my organisation] they are usually for the better
2018,changes_better,B43. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2019,changes_better,B43
2019,changes_better,B43. When changes are made in [my organisation] they are usually for the better
2019,changes_better,B43. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2020,changes_better,B43: When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2020,changes_better,B43. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2020,changes_better,When changes are made in [my organisation] they are usually for the better
2021,changes_better,B43. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2022,changes_better,B43. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree)
2009,choice_how,B05. I have a choice in deciding how I do my work
2009,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2010,choice_how,B05. I have a choice in deciding how I do my work
2010,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2011,choice_how,B05. I have a choice in deciding how I do my work
2011,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2012,choice_how,B05. I have a choice in deciding how I do my work
2012,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2013,choice_how,B05. I have a choice in deciding how I do my work
2013,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2014,choice_how,B05. I have a choice in deciding how I do my work
2014,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2015,choice_how,B05. I have a choice in deciding how I do my work
2015,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2016,choice_how,B05
2016,choice_how,B05. I have a choice in deciding how I do my work
2016,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2017,choice_how,B05
2017,choice_how,B05. I have a choice in deciding how I do my work
2017,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2018,choice_how,B05
2018,choice_how,B05. I have a choice in deciding how I do my work
2018,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2019,choice_how,B05
2019,choice_how,B05. I have a choice in deciding how I do my work
2019,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2020,choice_how,B05: I have a choice in deciding how I do my work (% strongly agree or agree)
2020,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2020,choice_how,I have a choice in deciding how I do my work
2021,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2022,choice_how,B05. I have a choice in deciding how I do my work (% strongly agree or agree)
2022,choice_where_work,"B59E. I have a choice in deciding where I do my work (usual workplace or base, another workplace, home) (% strongly agree or agree)"
2009,clear_expectations,"B30. In my job, I am clear what is expected of me"
2009,clear_expectations,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)"
2010,clear_expectations,"B30. In my job, I am clear what is expected of me"
2010,clear_expectations,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)"
2011,clear_expectations,"B30. In my job, I am clear what is expected of me"
2011,clear_expectations,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)"
2012,clear_expectations,"B30. In my job, I am clear what is expected of me"
2012,clear_expectations,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)"
2013,clear_expectations,"B30. In my job, I am clear what is expected of me"
2013,clear_expectations,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)"
2014,clear_expectations,"B30. In my job, I am clear what is expected of me"
2014,clear_expectations,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)"
2015,clear_expectations,"B30. In my job, I am clear what is expected of me"
2015,clear_expectations,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)"
2016,clear_expectations,B30
2016,clear_expectations,"B30. In my job, I am clear what is expected of me"
2016,clear_expectations,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)"
2022,collaborate_goals,"B59C. How often do you collaborate with civil servants in other Government departments and agencies to achieve common goals? (% some of the time, often or always)"
2022,collaborate_technology,"B59B. The technology provided by [my organisation] enables me to easily connect and collaborate with the colleagues that I need to for me to do my job effectively, from any location (% strongly agree or agree)"
2022,consider_public,"B59D. I consider how my work impacts upon the public in the course of carrying out my duties (% some of the time, often or always)"
2017,contribute_csvision,B62
2017,contribute_csvision,B62. I understand how my work contributes to helping us become 'A Brilliant Civil Service'
2017,contribute_csvision,B62. I understand how my work contributes to helping us become 'A Brilliant Civil Service' (% strongly agree or agree)
2018,contribute_csvision,B62
2018,contribute_csvision,B62. I understand how my work contributes to helping us become 'A Brilliant Civil Service'
2018,contribute_csvision,B62. I understand how my work contributes to helping us become 'A Brilliant Civil Service' (% strongly agree or agree)
2009,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me
2009,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2010,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me
2010,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2011,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me
2011,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2012,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me
2012,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2013,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me
2013,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2014,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me
2014,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2015,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me
2015,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2016,contribute_views,B48
2016,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me
2016,contribute_views,B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2017,contribute_views,B45
2017,contribute_views,B45. I have the opportunity to contribute my views before decisions are made that affect me
2017,contribute_views,B45. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2018,contribute_views,B45
2018,contribute_views,B45. I have the opportunity to contribute my views before decisions are made that affect me
2018,contribute_views,B45. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2019,contribute_views,B45
2019,contribute_views,B45. I have the opportunity to contribute my views before decisions are made that affect me
2019,contribute_views,B45. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2020,contribute_views,B45: I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2020,contribute_views,B45. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2020,contribute_views,I have the opportunity to contribute my views before decisions are made that affect me
2021,contribute_views,B45. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2022,contribute_views,B45. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree)
2009,cscode_aware,D01. Are you aware of the Civil Service Code?
2009,cscode_aware,D01. Are you aware of the Civil Service Code? (% yes)
2010,cscode_aware,D01. Are you aware of the Civil Service Code?
2010,cscode_aware,E01. Are you aware of the Civil Service Code? (% yes)
2011,cscode_aware,D01. Are you aware of the Civil Service Code?
2012,cscode_aware,D01. Are you aware of the Civil Service Code?
2012,cscode_aware,D01. Are you aware of the Civil Service Code? (% yes)
2013,cscode_aware,D01. Are you aware of the Civil Service Code?
2013,cscode_aware,D01. Are you aware of the Civil Service Code? (% yes)
2014,cscode_aware,D01. Are you aware of the Civil Service Code?
2014,cscode_aware,D01. Are you aware of the Civil Service Code? (% yes)
2015,cscode_aware,D01. Are you aware of the Civil Service Code?
2015,cscode_aware,D01. Are you aware of the Civil Service Code? (% yes)
2016,cscode_aware,D01
2016,cscode_aware,D01. Are you aware of the Civil Service Code?
2016,cscode_aware,D01. Are you aware of the Civil Service Code? (% yes)
2017,cscode_aware,D01
2017,cscode_aware,D01. Are you aware of the Civil Service Code?
2017,cscode_aware,D01. Are you aware of the Civil Service Code? (% yes)
2018,cscode_aware,D01
2018,cscode_aware,D01. Are you aware of the Civil Service Code?
2018,cscode_aware,D01. Are you aware of the Civil Service Code? (% yes)
2019,cscode_aware,D01
2019,cscode_aware,D01. Are you aware of the Civil Service Code? (% yes)
2020,cscode_aware,Are you aware of the Civil Service Code?
2020,cscode_aware,D01: Are you aware of the Civil Service Code? (% yes)
2020,cscode_aware,D01. Are you aware of the Civil Service Code? (% yes)
2009,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?
2009,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2010,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?
2010,cscode_concern,E03. Are you confident that if you raised a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2011,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?
2011,cscode_concern,D03. Are you confident that if you raised a concern under the Civil Service Code in [your organisation] it would be investigated properly?
2012,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?
2012,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2013,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?
2013,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2014,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?
2014,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2015,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?
2015,cscode_concern,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes)
2016,cscode_concern,D03
