obj,obj_class,obj_vals,stripped_vals
qm_2015_bm,character,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes),are you confident that if you raise a concern under the civil service code in your organisation it would be investigated properly? (% yes)
qm_2015_bm,character,"E01. During the past 12 months, have you personally experienced discrimination at work? (% yes)","during the past 12 months, have you personally experienced discrimination at work? (% yes)"
qm_2015_bm,character,"E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)","during the past 12 months, have you personally experienced bullying or harassment at work? (% yes)"
qm_2015_bm,character,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)","overall, how satisfied are you with your life nowadays? (% rating 7-10)"
qm_2015_bm,character,"W02. Overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)","overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)"
qm_2015_bm,character,"W03. Overall, how happy did you feel yesterday? (% rating 7-10)","overall, how happy did you feel yesterday? (% rating 7-10)"
qm_2015_bm,character,"W04. Overall, how anxious did you feel yesterday? (% rating 0-3)","overall, how anxious did you feel yesterday? (% rating 0-3)"
qm_2015_dem,character,Employee engagement index 2,employee engagement index
qm_2015_dem,character,My work,my work
qm_2015_dem,character,Organisational objectives and purpose,organisational objectives and purpose
qm_2015_dem,character,My manager,my manager
qm_2015_dem,character,My team,my team
qm_2015_dem,character,Learning and development,learning and development
qm_2015_dem,character,Inclusion and fair treatment,inclusion and fair treatment
qm_2015_dem,character,Resources and workload,resources and workload
qm_2015_dem,character,Pay and benefits,pay and benefits
qm_2015_dem,character,Leadership and managing change,leadership and managing change
qm_2015_dem,character,My work,my work
qm_2015_dem,character,B01. I am interested in my work,i am interested in my work
qm_2015_dem,character,B02. I am sufficiently challenged by my work,i am sufficiently challenged by my work
qm_2015_dem,character,B03. My work gives me a sense of personal accomplishment,my work gives me a sense of personal accomplishment
qm_2015_dem,character,B04. I feel involved in the decisions that affect my work,i feel involved in the decisions that affect my work
qm_2015_dem,character,B05. I have a choice in deciding how I do my work,i have a choice in deciding how i do my work
qm_2015_dem,character,Organisational objectives and purpose,organisational objectives and purpose
qm_2015_dem,character,B06. I have a clear understanding of [my organisation's] purpose 3,i have a clear understanding of my organisation's purpose
qm_2015_dem,character,B07. I have a clear understanding of [my organisation's] objectives,i have a clear understanding of my organisation's objectives
qm_2015_dem,character,B08. I understand how my work contributes to [my organisation's] objectives,i understand how my work contributes to my organisation's objectives
qm_2015_dem,character,My manager,my manager
qm_2015_dem,character,B09. My manager motivates me to be more effective in my job,my manager motivates me to be more effective in my job
qm_2015_dem,character,B10. My manager is considerate of my life outside work,my manager is considerate of my life outside work
qm_2015_dem,character,B11. My manager is open to my ideas,my manager is open to my ideas
qm_2015_dem,character,B12. My manager helps me to understand how I contribute to [my organisation's] objectives,my manager helps me to understand how i contribute to my organisation's objectives
qm_2015_dem,character,"B13. Overall, I have confidence in the decisions made by my manager","overall, i have confidence in the decisions made by my manager"
qm_2015_dem,character,B14. My manager recognises when I have done my job well,my manager recognises when i have done my job well
qm_2015_dem,character,B15. I receive regular feedback on my performance,i receive regular feedback on my performance
qm_2015_dem,character,B16. The feedback I receive helps me to improve my performance,the feedback i receive helps me to improve my performance
qm_2015_dem,character,B17. I think that my performance is evaluated fairly,i think that my performance is evaluated fairly
qm_2015_dem,character,B18. Poor performance is dealt with effectively in my team,poor performance is dealt with effectively in my team
qm_2015_dem,character,My team,my team
qm_2015_dem,character,B19. The people in my team can be relied upon to help when things get difficult in my job,the people in my team can be relied upon to help when things get difficult in my job
qm_2015_dem,character,B20. The people in my team work together to find ways to improve the service we provide,the people in my team work together to find ways to improve the service we provide
qm_2015_dem,character,B21. The people in my team are encouraged to come up with new and better ways of doing things,the people in my team are encouraged to come up with new and better ways of doing things
qm_2015_dem,character,Learning and development,learning and development
qm_2015_dem,character,B22. I am able to access the right learning and development opportunities when I need to,i am able to access the right learning and development opportunities when i need to
qm_2015_dem,character,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance,learning and development activities i have completed in the past 12 months have helped to improve my performance
qm_2015_dem,character,B24. There are opportunities for me to develop my career in [my organisation],there are opportunities for me to develop my career in my organisation
qm_2015_dem,character,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career,learning and development activities i have completed while working for my organisation are helping me to develop my career
qm_2015_dem,character,Inclusion and fair treatment,inclusion and fair treatment
qm_2015_dem,character,B26. I am treated fairly at work,i am treated fairly at work
qm_2015_dem,character,B27. I am treated with respect by the people I work with,i am treated with respect by the people i work with
qm_2015_dem,character,B28. I feel valued for the work I do,i feel valued for the work i do
qm_2015_dem,character,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)","i think that my organisation respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)"
qm_2015_dem,character,Resources and workload,resources and workload
qm_2015_dem,character,"B30. In my job, I am clear what is expected of me","in my job, i am clear what is expected of me"
qm_2015_dem,character,B31. I get the information I need to do my job well,i get the information i need to do my job well
qm_2015_dem,character,B32. I have clear work objectives,i have clear work objectives
qm_2015_dem,character,B33. I have the skills I need to do my job effectively,i have the skills i need to do my job effectively
qm_2015_dem,character,B34. I have the tools I need to do my job effectively,i have the tools i need to do my job effectively
qm_2015_dem,character,B35. I have an acceptable workload,i have an acceptable workload
qm_2015_dem,character,B36. I achieve a good balance between my work life and my private life,i achieve a good balance between my work life and my private life
qm_2015_dem,character,Pay and benefits,pay and benefits
qm_2015_dem,character,B37. I feel that my pay adequately reflects my performance,i feel that my pay adequately reflects my performance
qm_2015_dem,character,B38. I am satisfied with the total benefits package,i am satisfied with the total benefits package
qm_2015_dem,character,B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable,compared to people doing a similar job in other organisations i feel my pay is reasonable
qm_2015_dem,character,Leadership and managing change,leadership and managing change
qm_2015_dem,character,B40. I feel that [my organisation] as a whole is managed well,i feel that my organisation as a whole is managed well
qm_2015_dem,character,B41. [Senior managers] in [my organisation] are sufficiently visible,senior managers in my organisation are sufficiently visible
qm_2015_dem,character,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values,i believe the actions of senior managers are consistent with my organisation's values
qm_2015_dem,character,B43. I believe that [the board has] a clear vision for the future of [my organisation],i believe that the board has a clear vision for the future of my organisation
qm_2015_dem,character,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers]","overall, i have confidence in the decisions made by my organisation's senior managers"
qm_2015_dem,character,B45. I feel that change is managed well in [my organisation],i feel that change is managed well in my organisation
qm_2015_dem,character,B46. When changes are made in [my organisation] they are usually for the better,when changes are made in my organisation they are usually for the better
qm_2015_dem,character,B47. [My organisation] keeps me informed about matters that affect me,my organisation keeps me informed about matters that affect me
qm_2015_dem,character,B48. I have the opportunity to contribute my views before decisions are made that affect me,i have the opportunity to contribute my views before decisions are made that affect me
qm_2015_dem,character,B49. I think it is safe to challenge the way things are done in [my organisation],i think it is safe to challenge the way things are done in my organisation
qm_2015_dem,character,Employee engagement,employee engagement
qm_2015_dem,character,B50. I am proud when I tell others I am part of [my organisation],i am proud when i tell others i am part of my organisation
qm_2015_dem,character,B51. I would recommend [my organisation] as a great place to work,i would recommend my organisation as a great place to work
qm_2015_dem,character,B52. I feel a strong personal attachment to [my organisation],i feel a strong personal attachment to my organisation
qm_2015_dem,character,B53. [My organisation] inspires me to do the best in my job,my organisation inspires me to do the best in my job
qm_2015_dem,character,B54. [My organisation] motivates me to help it achieve its objectives,my organisation motivates me to help it achieve its objectives
qm_2015_dem,character,Taking action,taking action
qm_2015_dem,character,B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey,i believe that senior managers in my organisation will take action on the results from this survey
qm_2015_dem,character,B56. I believe that managers where I work will take action on the results from this survey,i believe that managers where i work will take action on the results from this survey
qm_2015_dem,character,"B57. Where I work, I think effective action has been taken on the results of the last survey","where i work, i think effective action has been taken on the results of the last survey"
qm_2015_dem,character,Organisational culture,organisational culture
qm_2015_dem,character,B58. I am trusted to carry out my job effectively,i am trusted to carry out my job effectively
qm_2015_dem,character,"B59. I believe I would be supported if I try a new idea, even if it may not work","i believe i would be supported if i try a new idea, even if it may not work"
qm_2015_dem,character,"B60. My performance is evaluated based on whether I get things done, rather than solely follow process","my performance is evaluated based on whether i get things done, rather than solely follow process"
qm_2015_dem,character,"B61. When I talk about [my organisation] I say ""we"" rather than ""they","when i talk about my organisation i say ""we"" rather than ""they"
qm_2015_dem,character,B62. I have some really good friendships at work,i have some really good friendships at work
qm_2015_dem,character,Leadership statement 4,leadership statement
qm_2015_dem,character,B63 My manager inspires my team to do our best,my manager inspires my team to do our best
qm_2015_dem,character,B64 [Senior managers] inspire people across [my organisation] to do their best,senior managers inspire people across my organisation to do their best
qm_2015_dem,character,B65 My manager leads our team with confidence,my manager leads our team with confidence
qm_2015_dem,character,B66 [Senior managers] lead [my organisation] with confidence,senior managers lead my organisation with confidence
qm_2015_dem,character,B67 My manager empowers me to do my job effectively,my manager empowers me to do my job effectively
qm_2015_dem,character,B68 [My organisation's senior managers] empower teams to deliver,my organisation's senior managers empower teams to deliver
qm_2015_dem,character,B69 [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement,senior managers in my organisation actively role model the behaviours set out in the civil service leadership statement
qm_2015_dem,character,B70 My manager actively role models the behaviours set out in the Civil Service Leadership Statement,my manager actively role models the behaviours set out in the civil service leadership statement
qm_2015_dem,character,Future intentions,future intentions
qm_2015_dem,character,C01. Which of the following statements most reflects your current thoughts about working for [your organisation]?,which of the following statements most reflects your current thoughts about working for your organisation?
qm_2015_dem,character,I want to leave [my organisation] as soon as possible,i want to leave my organisation as soon as possible
qm_2015_dem,character,I want to leave [my organisation] within the next 12 months,i want to leave my organisation within the next 12 months
qm_2015_dem,character,I want to stay working for [my organisation] for at least the next year,i want to stay working for my organisation for at least the next year
qm_2015_dem,character,I want to stay working for [my organisation] for at least the next three years,i want to stay working for my organisation for at least the next three years
qm_2015_dem,character,Civil Service Code,civil service code
qm_2015_dem,character,D01. Are you aware of the Civil Service Code?,are you aware of the civil service code?
qm_2015_dem,character,D02. Are you aware of how to raise a concern under the Civil Service Code?,are you aware of how to raise a concern under the civil service code?
qm_2015_dem,character,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,are you confident that if you raise a concern under the civil service code in your organisation it would be investigated properly?
qm_2015_dem,character,Wellbeing 5,wellbeing
qm_2015_dem,character,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied)","overall, how satisfied are you with your life nowadays? (% 7-10)"
qm_2015_dem,character,"W02. Overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10) 
(0=not at all worthwhile, 10=completely worthwhile)","overall, to what extent do you think the things you do in your life are worthwhile? (% 7-10)"
qm_2015_dem,character,"W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy)","overall, how happy did you feel yesterday? (% 7-10)"
qm_2015_dem,character,"W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all anxious, 10=completely anxious)","overall, how anxious did you feel yesterday? (% 0-3)"
qm_2015_dem,character,"Discrimination, bullying and harassment","discrimination, bullying and harassment"
qm_2015_dem,character,E01. During the past 12 months have you personally experienced discrimination at work?,during the past 12 months have you personally experienced discrimination at work?
qm_2015_dem,character,E03. During the past 12 months have you personally experienced bullying or harassment at work?,during the past 12 months have you personally experienced bullying or harassment at work?
qm_2015_dem_org,character,Number of respondents 1,number of respondents
qm_2015_dem_org,character,Engagement index,engagement index
qm_2015_dem_org,character,My work,my work
qm_2015_dem_org,character,Organisational objectives and purpose,organisational objectives and purpose
qm_2015_dem_org,character,My manager,my manager
qm_2015_dem_org,character,My team,my team
qm_2015_dem_org,character,Learning and development,learning and development
qm_2015_dem_org,character,Inclusion and fair treatment,inclusion and fair treatment
qm_2015_dem_org,character,Resources and workload,resources and workload
qm_2015_dem_org,character,Pay and benefits,pay and benefits
qm_2015_dem_org,character,Leadership and managing change,leadership and managing change
qm_2015_dem_org,character,Experienced discrimination at work in the past 12 months (E01),experienced discrimination at work in the past 12 months
qm_2015_dem_org,character,Experienced bullying or harassment at work in the past 12 months (E03),experienced bullying or harassment at work in the past 12 months
qm_2015_dem_org,character,Number of respondents,number of respondents
qm_2015_dem_org,character,Engagement index,engagement index
qm_2015_dem_org,character,My work,my work
qm_2015_dem_org,character,Organisational objectives and purpose,organisational objectives and purpose
qm_2015_dem_org,character,My manager,my manager
qm_2015_dem_org,character,My team,my team
qm_2015_dem_org,character,Learning and development,learning and development
qm_2015_dem_org,character,Inclusion and fair treatment,inclusion and fair treatment
qm_2015_dem_org,character,Resources and workload,resources and workload
qm_2015_dem_org,character,Pay and benefits,pay and benefits
qm_2015_dem_org,character,Leadership and managing change,leadership and managing change
qm_2015_dem_org,character,Experienced discrimination at work in the past 12 months (E01),experienced discrimination at work in the past 12 months
qm_2015_dem_org,character,Experienced bullying or harassment at work in the past 12 months (E03),experienced bullying or harassment at work in the past 12 months
qm_2015_dem_org,character,Engagement index,engagement index
qm_2015_dem_org,character,My work,my work
qm_2015_dem_org,character,Organisational objectives and purpose,organisational objectives and purpose
qm_2015_dem_org,character,My manager,my manager
qm_2015_dem_org,character,My team,my team
qm_2015_dem_org,character,Learning and development,learning and development
qm_2015_dem_org,character,Inclusion and fair treatment,inclusion and fair treatment
qm_2015_dem_org,character,Resources and workload,resources and workload
qm_2015_dem_org,character,Pay and benefits,pay and benefits
qm_2015_dem_org,character,Leadership and managing change,leadership and managing change
qm_2015_dem_org,character,Experienced discrimination at work in the past 12 months (E01),experienced discrimination at work in the past 12 months
qm_2015_dem_org,character,Experienced bullying or harassment at work in the past 12 months (E03),experienced bullying or harassment at work in the past 12 months
qm_2015_org,character,Departmental grouping,departmental grouping
qm_2015_org,character,Organisation,organisation
qm_2015_org,character,Response rate,response rate
qm_2015_org,character,Employee engagement index,employee engagement index
qm_2015_org,character,My work theme score (B01-B05),my work theme score
qm_2015_org,character,Organisational objectives and purpose theme score (B06-B08),organisational objectives and purpose theme score
qm_2015_org,character,My manager theme score (B09-B18),my manager theme score
qm_2015_org,character,My team theme score (B19-B21),my team theme score
qm_2015_org,character,Learning and development theme score (B22-B25),learning and development theme score
qm_2015_org,character,Inclusion and fair treatment theme score (B26-B29),inclusion and fair treatment theme score
qm_2015_org,character,Resources and workload theme score (B30-B36),resources and workload theme score
qm_2015_org,character,Pay and benefits theme score (B37-B39),pay and benefits theme score
qm_2015_org,character,Leadership and managing change theme score (B40-B49),leadership and managing change theme score
qm_2015_org,character,B01. I am interested in my work (% strongly agree or agree),i am interested in my work
qm_2015_org,character,B02. I am sufficiently challenged by my work (% strongly agree or agree),i am sufficiently challenged by my work
qm_2015_org,character,B03. My work gives me a sense of personal accomplishment (% strongly agree or agree),my work gives me a sense of personal accomplishment
qm_2015_org,character,B04. I feel involved in the decisions that affect my work (% strongly agree or agree),i feel involved in the decisions that affect my work
qm_2015_org,character,B05. I have a choice in deciding how I do my work (% strongly agree or agree),i have a choice in deciding how i do my work
qm_2015_org,character,B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree),i have a clear understanding of my organisation's purpose
qm_2015_org,character,B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree),i have a clear understanding of my organisation's objectives
qm_2015_org,character,B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree),i understand how my work contributes to my organisation's objectives
qm_2015_org,character,B09. My manager motivates me to be more effective in my job (% strongly agree or agree),my manager motivates me to be more effective in my job
qm_2015_org,character,B10. My manager is considerate of my life outside work (% strongly agree or agree),my manager is considerate of my life outside work
qm_2015_org,character,B11. My manager is open to my ideas (% strongly agree or agree),my manager is open to my ideas
qm_2015_org,character,B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree),my manager helps me to understand how i contribute to my organisation's objectives
qm_2015_org,character,"B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)","overall, i have confidence in the decisions made by my manager"
qm_2015_org,character,B14. My manager recognises when I have done my job well (% strongly agree or agree),my manager recognises when i have done my job well
qm_2015_org,character,B15. I receive regular feedback on my performance (% strongly agree or agree),i receive regular feedback on my performance
qm_2015_org,character,B16. The feedback I receive helps me to improve my performance (% strongly agree or agree),the feedback i receive helps me to improve my performance
qm_2015_org,character,B17. I think that my performance is evaluated fairly (% strongly agree or agree),i think that my performance is evaluated fairly
qm_2015_org,character,B18. Poor performance is dealt with effectively in my team (% strongly agree or agree),poor performance is dealt with effectively in my team
qm_2015_org,character,B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree),the people in my team can be relied upon to help when things get difficult in my job
qm_2015_org,character,B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree),the people in my team work together to find ways to improve the service we provide
qm_2015_org,character,B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree),the people in my team are encouraged to come up with new and better ways of doing things
qm_2015_org,character,B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree),i am able to access the right learning and development opportunities when i need to
qm_2015_org,character,B23. Learning and development activities I have completed in the past 12 months have helped to improve my performance (% strongly agree or agree),learning and development activities i have completed in the past 12 months have helped to improve my performance
qm_2015_org,character,B24. There are opportunities for me to develop my career in [my organisation] (% strongly agree or agree),there are opportunities for me to develop my career in my organisation
qm_2015_org,character,B25. Learning and development activities I have completed while working for [my organisation] are helping me to develop my career (% strongly agree or agree),learning and development activities i have completed while working for my organisation are helping me to develop my career
qm_2015_org,character,B26. I am treated fairly at work (% strongly agree or agree),i am treated fairly at work
qm_2015_org,character,B27. I am treated with respect by the people I work with (% strongly agree or agree),i am treated with respect by the people i work with
qm_2015_org,character,B28. I feel valued for the work I do (% strongly agree or agree),i feel valued for the work i do
qm_2015_org,character,"B29. I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc) (% strongly agree or agree)","i think that my organisation respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)"
qm_2015_org,character,"B30. In my job, I am clear what is expected of me (% strongly agree or agree)","in my job, i am clear what is expected of me"
qm_2015_org,character,B31. I get the information I need to do my job well (% strongly agree or agree),i get the information i need to do my job well
qm_2015_org,character,B32. I have clear work objectives (% strongly agree or agree),i have clear work objectives
qm_2015_org,character,B33. I have the skills I need to do my job effectively (% strongly agree or agree),i have the skills i need to do my job effectively
qm_2015_org,character,B34. I have the tools I need to do my job effectively (% strongly agree or agree),i have the tools i need to do my job effectively
qm_2015_org,character,B35. I have an acceptable workload (% strongly agree or agree),i have an acceptable workload
qm_2015_org,character,B36. I achieve a good balance between my work life and my private life (% strongly agree or agree),i achieve a good balance between my work life and my private life
qm_2015_org,character,B37. I feel that my pay adequately reflects my performance (% strongly agree or agree),i feel that my pay adequately reflects my performance
qm_2015_org,character,B38. I am satisfied with the total benefits package (% strongly agree or agree),i am satisfied with the total benefits package
qm_2015_org,character,B39. Compared to people doing a similar job in other organisations I feel my pay is reasonable (% strongly agree or agree),compared to people doing a similar job in other organisations i feel my pay is reasonable
qm_2015_org,character,B40. I feel that [my organisation] as a whole is managed well (% strongly agree or agree),i feel that my organisation as a whole is managed well
qm_2015_org,character,B41. [Senior managers] in [my organisation] are sufficiently visible (% strongly agree or agree),senior managers in my organisation are sufficiently visible
qm_2015_org,character,B42. I believe the actions of [senior managers] are consistent with [my organisation's] values (% strongly agree or agree),i believe the actions of senior managers are consistent with my organisation's values
qm_2015_org,character,B43. I believe that [the board has] a clear vision for the future of [my organisation] (% strongly agree or agree),i believe that the board has a clear vision for the future of my organisation
qm_2015_org,character,"B44. Overall, I have confidence in the decisions made by [my organisation's senior managers] (% strongly agree or agree)","overall, i have confidence in the decisions made by my organisation's senior managers"
qm_2015_org,character,B45. I feel that change is managed well in [my organisation] (% strongly agree or agree),i feel that change is managed well in my organisation
qm_2015_org,character,B46. When changes are made in [my organisation] they are usually for the better (% strongly agree or agree),when changes are made in my organisation they are usually for the better
qm_2015_org,character,B47. [My organisation] keeps me informed about matters that affect me (% strongly agree or agree),my organisation keeps me informed about matters that affect me
qm_2015_org,character,B48. I have the opportunity to contribute my views before decisions are made that affect me (% strongly agree or agree),i have the opportunity to contribute my views before decisions are made that affect me
qm_2015_org,character,B49. I think it is safe to challenge the way things are done in [my organisation] (% strongly agree or agree),i think it is safe to challenge the way things are done in my organisation
qm_2015_org,character,B50. I am proud when I tell others I am part of [my organisation] (% strongly agree or agree),i am proud when i tell others i am part of my organisation
qm_2015_org,character,B51. I would recommend [my organisation] as a great place to work (% strongly agree or agree),i would recommend my organisation as a great place to work
qm_2015_org,character,B52. I feel a strong personal attachment to [my organisation] (% strongly agree or agree),i feel a strong personal attachment to my organisation
qm_2015_org,character,B53. [My organisation] inspires me to do the best in my job (% strongly agree or agree),my organisation inspires me to do the best in my job
qm_2015_org,character,B54. [My organisation] motivates me to help it achieve its objectives (% strongly agree or agree),my organisation motivates me to help it achieve its objectives
qm_2015_org,character,B55. I believe that [senior managers] in [my organisation] will take action on the results from this survey (% strongly agree or agree),i believe that senior managers in my organisation will take action on the results from this survey
qm_2015_org,character,B56. I believe that managers where I work will take action on the results from this survey (% strongly agree or agree),i believe that managers where i work will take action on the results from this survey
qm_2015_org,character,"B57. Where I work, I think effective action has been taken on the results of the last survey (% strongly agree or agree)","where i work, i think effective action has been taken on the results of the last survey"
qm_2015_org,character,B58. I am trusted to carry out my job effectively (% strongly agree or agree),i am trusted to carry out my job effectively
qm_2015_org,character,"B59. I believe I would be supported if I tried a new idea, even if it may not work (% strongly agree or agree)","i believe i would be supported if i tried a new idea, even if it may not work"
qm_2015_org,character,"B60. My performance is evaluated based on whether I get things done, rather than solely follow process (% strongly agree or agree)","my performance is evaluated based on whether i get things done, rather than solely follow process"
qm_2015_org,character,"B61. When I talk about my organisation I say ""we"" rather than ""they"" (% strongly agree or agree)","when i talk about my organisation i say ""we"" rather than ""they"""
qm_2015_org,character,B62. I have some really good friendships at work (% strongly agree or agree),i have some really good friendships at work
qm_2015_org,character,B63. My manager inspires my team to do our best,my manager inspires my team to do our best
qm_2015_org,character,B64. [Senior managers] inspire people across [my organisation] to do their best,senior managers inspire people across my organisation to do their best
qm_2015_org,character,B65. My manager leads our team with confidence,my manager leads our team with confidence
qm_2015_org,character,B66. [Senior managers] lead [my organisation] with confidence,senior managers lead my organisation with confidence
qm_2015_org,character,B67. My manager empowers me to do my job effectively,my manager empowers me to do my job effectively
qm_2015_org,character,B68. [My organisations senior managers] empower teams to deliver,my organisations senior managers empower teams to deliver
qm_2015_org,character,B69. [Senior managers] in [my organisation] actively role model the behaviours set out in the Civil Service Leadership Statement,senior managers in my organisation actively role model the behaviours set out in the civil service leadership statement
qm_2015_org,character,B70. My manager actively role models the behaviours set out in the Civil Service Leadership Statement,my manager actively role models the behaviours set out in the civil service leadership statement
qm_2015_org,character,D01. Are you aware of the Civil Service Code? (% yes),are you aware of the civil service code? (% yes)
qm_2015_org,character,D02. Are you aware of how to raise a concern under the Civil Service Code? (% yes),are you aware of how to raise a concern under the civil service code? (% yes)
qm_2015_org,character,D03. Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly? (% yes),are you confident that if you raise a concern under the civil service code in your organisation it would be investigated properly? (% yes)
qm_2015_org,character,"E01. During the past 12 months, have you personally experienced discrimination at work? (% yes)","during the past 12 months, have you personally experienced discrimination at work? (% yes)"
qm_2015_org,character,"E03. During the past 12 months, have you personally experienced bullying or harassment at work? (% yes)","during the past 12 months, have you personally experienced bullying or harassment at work? (% yes)"
qm_2015_org,character,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)","overall, how satisfied are you with your life nowadays? (% rating 7-10)"
qm_2015_org,character,"W02. Overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)","overall, to what extent do you feel the things you do in your life are worthwhile? (% rating 7-10)"
qm_2015_org,character,"W03. Overall, how happy did you feel yesterday? (% rating 7-10)","overall, how happy did you feel yesterday? (% rating 7-10)"
qm_2015_org,character,"W04. Overall, how anxious did you feel yesterday? (% rating 0-3)","overall, how anxious did you feel yesterday? (% rating 0-3)"
qm_2016_bm,tbl_df,Employee engagement index,employee engagement index
qm_2016_bm,tbl_df,My work theme score (B01-B05),my work theme score
qm_2016_bm,tbl_df,Organisational objectives and purpose theme score (B06-B08),organisational objectives and purpose theme score
qm_2016_bm,tbl_df,My manager theme score (B09-B18),my manager theme score
qm_2016_bm,tbl_df,My team theme score (B19-B21),my team theme score
qm_2016_bm,tbl_df,Learning and development theme score (B22-B25),learning and development theme score
qm_2016_bm,tbl_df,Inclusion and fair treatment theme score (B26-B29),inclusion and fair treatment theme score
qm_2016_bm,tbl_df,Resources and workload theme score (B30-B36),resources and workload theme score
qm_2016_bm,tbl_df,Pay and benefits theme score (B37-B39),pay and benefits theme score
qm_2016_bm,tbl_df,Leadership and managing change theme score (B40-B49),leadership and managing change theme score
qm_2016_bm,tbl_df,B01. I am interested in my work (% strongly agree or agree),i am interested in my work
qm_2016_bm,tbl_df,B02. I am sufficiently challenged by my work (% strongly agree or agree),i am sufficiently challenged by my work
qm_2016_bm,tbl_df,B03. My work gives me a sense of personal accomplishment (% strongly agree or agree),my work gives me a sense of personal accomplishment
qm_2016_bm,tbl_df,B04. I feel involved in the decisions that affect my work (% strongly agree or agree),i feel involved in the decisions that affect my work
qm_2016_bm,tbl_df,B05. I have a choice in deciding how I do my work (% strongly agree or agree),i have a choice in deciding how i do my work
qm_2016_bm,tbl_df,B06. I have a clear understanding of [my organisation's] purpose (% strongly agree or agree),i have a clear understanding of my organisation's purpose
qm_2016_bm,tbl_df,B07. I have a clear understanding of [my organisation's] objectives (% strongly agree or agree),i have a clear understanding of my organisation's objectives
qm_2016_bm,tbl_df,B08. I understand how my work contributes to [my organisation's] objectives (% strongly agree or agree),i understand how my work contributes to my organisation's objectives
qm_2016_bm,tbl_df,B09. My manager motivates me to be more effective in my job (% strongly agree or agree),my manager motivates me to be more effective in my job
qm_2016_bm,tbl_df,B10. My manager is considerate of my life outside work (% strongly agree or agree),my manager is considerate of my life outside work
qm_2016_bm,tbl_df,B11. My manager is open to my ideas (% strongly agree or agree),my manager is open to my ideas
qm_2016_bm,tbl_df,B12. My manager helps me to understand how I contribute to [my organisation's] objectives (% strongly agree or agree),my manager helps me to understand how i contribute to my organisation's objectives
qm_2016_bm,tbl_df,"B13. Overall, I have confidence in the decisions made by my manager (% strongly agree or agree)","overall, i have confidence in the decisions made by my manager"
qm_2016_bm,tbl_df,B14. My manager recognises when I have done my job well (% strongly agree or agree),my manager recognises when i have done my job well
qm_2016_bm,tbl_df,B15. I receive regular feedback on my performance (% strongly agree or agree),i receive regular feedback on my performance
qm_2016_bm,tbl_df,B16. The feedback I receive helps me to improve my performance (% strongly agree or agree),the feedback i receive helps me to improve my performance
qm_2016_bm,tbl_df,B17. I think that my performance is evaluated fairly (% strongly agree or agree),i think that my performance is evaluated fairly
qm_2016_bm,tbl_df,B18. Poor performance is dealt with effectively in my team (% strongly agree or agree),poor performance is dealt with effectively in my team
qm_2016_bm,tbl_df,B19. The people in my team can be relied upon to help when things get difficult in my job (% strongly agree or agree),the people in my team can be relied upon to help when things get difficult in my job
qm_2016_bm,tbl_df,B20. The people in my team work together to find ways to improve the service we provide (% strongly agree or agree),the people in my team work together to find ways to improve the service we provide
qm_2016_bm,tbl_df,B21. The people in my team are encouraged to come up with new and better ways of doing things (% strongly agree or agree),the people in my team are encouraged to come up with new and better ways of doing things
qm_2016_bm,tbl_df,B22. I am able to access the right learning and development opportunities when I need to (% strongly agree or agree),i am able to access the right learning and development opportunities when i need to
